"","Intercept","Competitive.rescale","Complexity.rescale","CWMBranching.rescale","CWMBrooding.rescale","CWMFecundity.rescale","CWMMaxsize.rescale","Depth_m.rescale","Generalist.rescale","Habitat","no_genera.rescale","Rao.rescale","StressTolerant.rescale","Weedy.rescale","df","logLik","AICc","delta","weight"
"6675",2.8636153048995,NA,0.378985338778221,NA,NA,-0.00936061253176567,NA,NA,NA,NA,-0.247934644878164,NA,0.390609408866025,-0.134037152496732,9,-34.7406323896342,90.9428032408069,13.9220733460046,0.000125801991581313
"4385",2.91807750412802,NA,NA,NA,NA,NA,0.0593787414421204,NA,NA,"+",NA,NA,NA,-0.0289956330973077,8,-36.1163262675413,90.9496336671581,13.9289037723558,0.000125373083784817
"2434",3.05194348242241,0.107174211891189,NA,NA,NA,NA,NA,NA,-0.0218397926995232,"+",NA,NA,0.207599377377437,NA,9,-34.7447683448127,90.9510751511638,13.9303452563615,0.000125282754693198
"136",2.86364778178655,0.0474892620160584,0.366736089663247,-0.132909648065776,NA,NA,NA,NA,0.0241152202307328,NA,NA,NA,NA,NA,8,-36.1237238953483,90.9644289227721,13.9436990279698,0.000124449042444914
"1571",2.8477874719642,NA,0.509457072688951,NA,NA,NA,0.0840835401087728,NA,NA,NA,-0.0846109376493657,-0.0425026082925103,NA,NA,8,-36.1237722007264,90.9645255335282,13.9437956387259,0.000124443031032064
"467",3.03464050823864,NA,0.434506506570024,NA,NA,0.031300429093512,NA,-0.245055131172329,0.0689361173238999,"+",NA,NA,NA,NA,10,-33.3283903007083,90.9705060916128,13.9497761968105,0.000124071467460662
"851",2.98206559331749,NA,0.457306052558821,NA,NA,0.0175625773503287,NA,-0.232406981321829,NA,"+",-0.0760685128669699,NA,NA,NA,10,-33.3289619966827,90.9716494835614,13.9509195887591,0.000124000556573851
"343",3.01819461841887,NA,0.389303000061052,-0.0824546208501154,NA,-0.00529991332304684,NA,-0.234292377548091,NA,"+",NA,NA,NA,NA,10,-33.3318114911656,90.9773484725272,13.9566185777249,0.000123647720612821
"1092",2.82255821018105,0.00433034611062984,0.461533297121416,NA,NA,NA,NA,0.1197691482237,NA,NA,NA,-0.13763153611485,NA,NA,8,-36.1320332109216,90.9810475539186,13.9603176591164,0.000123419240478401
"4435",2.93448987528284,NA,0.448494264220082,NA,NA,0.011297539594201,NA,-0.295525264156844,NA,"+",NA,NA,NA,-0.0828232198292119,10,-33.334891747327,90.98350898485,13.9627790900477,0.000123267439941177
"3138",2.83010883448974,0.0205237615868016,NA,NA,NA,NA,NA,0.336461527463894,NA,NA,NA,-0.350119534356902,0.41552628404255,NA,8,-36.1406375908586,90.9982563137927,13.9775264189904,0.00012236185005992
"297",2.93126736781967,NA,NA,NA,-0.0185169185317096,NA,0.0533824575620183,NA,NA,"+",NA,NA,NA,NA,8,-36.1423835637503,91.001748259576,13.9810183647737,0.000122148395983481
"6161",2.92563043414615,NA,NA,NA,NA,0.00358697823177279,NA,NA,NA,NA,NA,NA,0.502928651456223,-0.224962192303465,7,-37.4651657628588,91.0044055997916,13.9836757049893,0.000121986208831491
"4675",2.85545769166478,NA,0.482378431195328,NA,NA,NA,NA,0.0909816039125345,NA,NA,-0.0661685895864561,NA,NA,-0.0806315237473218,8,-36.1447624039977,91.006505940071,13.9857760452687,0.000121858169800677
"1349",2.80877471612133,NA,NA,-0.120681302250753,NA,NA,NA,-0.135407640429433,NA,"+",NA,-0.113230898323522,NA,NA,9,-34.7725650019135,91.0066684653654,13.9859385705631,0.000121848267685556
"3425",2.91214591747454,NA,NA,NA,NA,NA,0.0840469221118554,-0.000714651345899337,NA,"+",NA,-0.313889481423055,0.34280982677503,NA,10,-33.347120232966,91.0079659561281,13.9872360613258,0.000121769244820297
"7297",2.85497108685708,NA,NA,NA,NA,NA,NA,NA,-0.122963164742276,NA,NA,-0.249845529584585,0.640191493333569,-0.220898885435622,8,-36.1456651824922,91.0083114970599,13.9875816022576,0.000121748208508417
"1540",2.84501275481322,0.042954699368903,0.52587032249698,NA,NA,NA,NA,NA,NA,NA,-0.108789906749555,-0.012713082238014,NA,NA,8,-36.1532009133689,91.0233829588132,14.0026530640109,0.000120834194979723
"1099",2.83333972778786,NA,0.467682052708243,NA,-0.0719639783641387,NA,NA,0.0709367454044246,NA,NA,NA,-0.102946114746483,NA,NA,8,-36.1627583172608,91.042497766597,14.0217678717947,0.000119684834972165
"6417",3.00003653347384,NA,NA,NA,NA,-0.00612342119253608,NA,NA,NA,"+",NA,NA,0.32733444476869,-0.1588720837093,9,-34.7929037710336,91.0473460036057,14.0266161088034,0.000119395056120063
"332",3.01730887281682,0.0226401034768334,0.41911717102722,NA,-0.023792673036587,NA,NA,-0.22776133832574,NA,"+",NA,NA,NA,NA,10,-33.3681603815712,91.0500462533384,14.0293163585361,0.000119233966655791
"6419",3.15193746783701,NA,0.333455566690887,NA,NA,0.00987721447079928,NA,NA,NA,"+",NA,NA,0.212842371812085,-0.127220783777702,10,-33.3717804923974,91.0572864749909,14.0365565801886,0.000118803106832939
"79",2.86139969220475,NA,0.389470929748992,-0.109714796384749,-0.0403413204352573,NA,NA,0.0197044889175467,NA,NA,NA,NA,NA,NA,8,-36.1722398489948,91.061460830065,14.0407309352627,0.000118555402248673
"1089",2.90860887130557,NA,NA,NA,NA,NA,NA,0.436262830828285,NA,NA,NA,-0.082142278360215,NA,NA,6,-38.7776514390666,91.0825756054059,14.0618457106036,0.000117310350716824
"3461",2.93755767903533,NA,NA,-0.107556901167509,NA,NA,NA,NA,0.0146342221886474,"+",NA,-0.303046031057211,0.301914895142448,NA,10,-33.3861934243312,91.0861123388584,14.0653824440561,0.000117103086309723
"6689",2.93646189313323,NA,NA,NA,NA,NA,0.160264235335044,NA,NA,NA,-0.228158071291464,NA,0.574605354979387,-0.119425441289673,8,-36.1866311010298,91.0902433341351,14.0695134393328,0.000116861459786918
"3267",2.79017699231191,NA,0.307245002389851,NA,NA,NA,NA,0.161723014995018,-0.070784451428881,NA,NA,-0.314076529897622,0.319590816366624,NA,9,-34.8179375443293,91.0974135501971,14.0766836553948,0.000116443248942387
"2209",2.93839355993071,NA,NA,NA,NA,NA,0.180814089252684,NA,-0.0377555308103226,NA,NA,NA,0.386977359080464,NA,7,-37.5120555112506,91.0981850965753,14.077455201773,0.000116398336922378
"580",2.85772661290924,0.0624666268290111,0.455837775355613,NA,NA,NA,NA,0.110795545280446,NA,NA,-0.130592726152893,NA,NA,NA,8,-36.2002392390655,91.1174596102064,14.0967297154041,0.000115281964281877
"777",2.91428012254149,NA,NA,NA,-0.0279251550432144,NA,NA,NA,NA,"+",-0.0229672112584121,NA,NA,NA,8,-36.2021645999505,91.1213103319765,14.1005804371742,0.00011506021843599
"3207",2.79932944160262,NA,0.320994838109429,-0.120763091515607,NA,NA,NA,NA,-0.0291701461718959,NA,NA,-0.254782688194773,0.26183303829179,NA,9,-34.8300602758836,91.1216590133056,14.1009291185033,0.000115040160509552
"2882",2.94521886231873,0.146246730794692,NA,NA,NA,NA,NA,-0.0714960867493919,NA,"+",-0.261746242782861,NA,0.355154682350569,NA,10,-33.4043374432595,91.1224003767151,14.1016704819128,0.000114997525129301
"401",2.95192956291088,NA,NA,NA,NA,0.0249104609575994,NA,NA,0.057432593864108,"+",NA,NA,NA,NA,8,-36.2040119738079,91.1250050796913,14.104275184889,0.000114847855413768
"2611",2.87163011373911,NA,0.346573101533391,NA,NA,0.0382379053178397,0.1242097444061,NA,NA,NA,-0.284393361845879,NA,0.354393734700167,NA,9,-34.8351200677649,91.1317785970682,14.1110487022659,0.000114459551358816
"548",2.85987470569546,-0.0389517561442748,0.506566996208241,NA,NA,NA,0.107521200899381,NA,NA,NA,-0.0957953274670202,NA,NA,NA,8,-36.2079942622997,91.1329696566748,14.1122397618725,0.000114391407577551
"4231",2.85917350784657,NA,0.414564395153155,-0.111147091569415,NA,NA,NA,NA,0.0289978720891411,NA,NA,NA,NA,-0.0546219288559764,8,-36.2179713027917,91.152923737659,14.1321938428567,0.000113255794321945
"340",3.03106205349117,0.0603307345507954,0.409589837785138,NA,NA,0.0431488742760828,NA,-0.208125612740833,NA,"+",NA,NA,NA,NA,10,-33.420195640381,91.1541167709581,14.1333868761559,0.000113188255500988
"3521",2.88607643872857,NA,NA,NA,NA,NA,NA,-0.0287010406629366,-0.00818653319904546,"+",NA,-0.306443126358429,0.337822558099796,NA,10,-33.4229573782116,91.1596402466192,14.1389103518169,0.000112876090471196
"7681",2.86855346196832,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0842776532013235,-0.218484826578863,0.635260815228531,-0.202198497262823,8,-36.2216106809844,91.1602024940443,14.139472599242,0.000112844362785496
"6241",2.93441165390401,NA,NA,NA,NA,NA,0.119555355470434,0.199119955727372,NA,NA,NA,NA,0.382644256192033,-0.165851486375585,8,-36.2249213515379,91.1668238351512,14.1460939403489,0.000112471390012154
"2692",2.85949797391905,0.0630049704134883,0.383096468096279,NA,NA,NA,NA,NA,-0.00177528765038279,NA,-0.30754492402614,NA,0.344962808798709,NA,9,-34.8592911337854,91.1801207291093,14.159390834307,0.000111726110161012
"3080",2.7837415076274,-0.0578490728839047,0.350128977324317,-0.12311044841894,NA,NA,NA,NA,NA,NA,NA,-0.301486101744885,0.271161140480029,NA,9,-34.8596356763636,91.1808098142656,14.1600799194633,0.000111687622389692
"2439",3.20221469424272,NA,0.321896970130669,-0.0766324679689472,NA,NA,NA,NA,0.0201457487396917,"+",NA,NA,0.112335952531895,NA,10,-33.4339556643756,91.1816368189473,14.160906924145,0.000111641448843479
"3093",2.84332543486532,NA,NA,-0.260337981013266,NA,-0.0935105260380098,NA,NA,NA,NA,NA,-0.288154867811787,0.365918865492015,NA,8,-36.2328321160717,91.1826453642188,14.1619154694165,0.00011158516530813
"1319",3.08556240974755,NA,0.389752838721644,-0.0819131214997039,NA,NA,0.00361771264555641,NA,NA,"+",NA,-0.162782678959112,NA,NA,10,-33.4345090517633,91.1827435937227,14.1620136989204,0.000111579684964998
"7745",2.84274325948544,NA,NA,NA,NA,NA,NA,0.310111150202756,NA,NA,-0.13113750255095,-0.304336047653114,0.567451987774867,-0.163442906376527,9,-34.8610420725039,91.1836226065462,14.162892711744,0.000111530655753148
"3111",2.81163913212766,NA,0.298560906763409,-0.106411607436009,NA,NA,0.0748382962502721,NA,NA,NA,NA,-0.257044042223684,0.260207838042186,NA,9,-34.8667473252108,91.19503311196,14.1743032171577,0.000110896156886771
"5383",3.08009884700211,NA,0.397209541920531,-0.0748389502063448,NA,NA,NA,NA,NA,"+",NA,-0.159434187196728,NA,-0.0173291349992094,10,-33.4420780263302,91.1978815428565,14.1771516480542,0.000110738329283918
"100",2.87163414342021,-0.0579739801123034,0.429565020188432,NA,NA,NA,0.123265930324437,0.0630194366398199,NA,NA,NA,NA,NA,NA,8,-36.2415209730026,91.2000230780806,14.1792931832784,0.000110619817727994
"87",2.86298283723477,NA,0.363123502229413,-0.14144990633844,NA,-0.0121563853629331,NA,0.0373035955883023,NA,NA,NA,NA,NA,NA,8,-36.2532086717636,91.2233984756027,14.2026685808004,0.000109334452732774
"294",3.04641846362552,0.217794757375833,NA,-0.146582411473307,NA,NA,-0.09653946715932,NA,NA,"+",NA,NA,NA,NA,9,-34.8826572469221,91.2268529553826,14.2061230605803,0.000109145768902694
"13",2.91515576970676,NA,NA,-0.283183118411606,0.0107258044988655,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-38.850493107105,91.2282589414828,14.2075290466805,0.000109069067149268
"1286",2.95849416141094,0.123724129973111,NA,-0.126320462123,NA,NA,NA,NA,NA,"+",NA,-0.0946917389255432,NA,NA,9,-34.8905665822673,91.2426716260731,14.2219417312708,0.000108285903379902
"2603",2.87328108528569,NA,0.354023380862693,NA,-0.0116053876324129,NA,0.104120468708481,NA,NA,NA,-0.300748253595708,NA,0.360217238830264,NA,9,-34.891626316297,91.2447910941326,14.2240611993303,0.000108171209906173
"3140",2.7720450120237,-0.0691662122990225,0.349402157928981,NA,NA,NA,NA,0.159182138620244,NA,NA,NA,-0.371945334777351,0.314424786281687,NA,9,-34.8929703958004,91.2474792531393,14.226749358337,0.000108025916864656
"5251",2.82766942782016,NA,0.533049239232021,NA,NA,NA,NA,NA,0.0455367699494584,NA,NA,-0.0966145336919117,NA,-0.0924044519713755,8,-36.2669491418584,91.2508794157922,14.2301495209899,0.000107842420044576
"2340",3.19786068986349,0.0379489030686733,0.333651601345387,NA,NA,NA,0.0198357880018628,NA,NA,"+",NA,NA,0.13257830876651,NA,10,-33.4693843561662,91.2524942025286,14.2317643077263,0.000107755383930743
"3349",2.94347858334444,NA,NA,-0.160612506888865,NA,-0.0710583062278436,NA,NA,NA,"+",NA,-0.341352522487739,0.304715448249619,NA,10,-33.4703022317507,91.2543299536975,14.2336000588952,0.00010765652327257
"931",3.16886307344876,NA,0.429294173200439,NA,NA,NA,0.0637454740929916,NA,0.143781595465737,"+",-0.13923276640186,NA,NA,NA,10,-33.4721433115887,91.2580121133736,14.2372822185713,0.000107458501361149
"2635",2.86430719286042,NA,0.351506289202239,NA,-0.0413235854111137,NA,NA,0.0869079301500584,NA,NA,-0.304904577867236,NA,0.338670294328147,NA,9,-34.9004763408598,91.262491143258,14.2417612484558,0.000107218115715772
"101",2.92562529015111,NA,NA,-0.179341844917268,NA,NA,0.0948098225480067,0.246705784200323,NA,NA,NA,NA,NA,NA,7,-37.5984367964524,91.270947666979,14.2502177721767,0.000106765726530302
"1827",3.081079461553,NA,0.431591496190175,NA,NA,NA,0.0223508935667507,NA,NA,"+",-0.026444450892873,-0.141220088584725,NA,NA,10,-33.4853579080389,91.2844413062739,14.2637114114716,0.000106047821938497
"55",2.86458367680048,NA,0.393544645573818,-0.0930191523660224,NA,0.0288332421604025,0.0763081109610843,NA,NA,NA,NA,NA,NA,NA,8,-36.2843358756869,91.2856528834492,14.264922988647,0.000105983598832996
"1295",3.0813926358488,NA,0.387004428022052,-0.0952496997595177,0.0291917119174892,NA,NA,NA,NA,"+",NA,-0.178908559893938,NA,NA,10,-33.4870639531044,91.2878533964049,14.2671235016026,0.000105867053818298
"2377",2.93979455377758,NA,NA,NA,-0.0285349805883899,NA,NA,-0.120244097365284,NA,"+",NA,NA,0.206178811086736,NA,9,-34.91523065388,91.2919997692984,14.2712698744961,0.000105647799033718
"1547",2.84221014047162,NA,0.52062939407949,NA,-0.0744065844676255,NA,NA,NA,NA,NA,-0.0687193936969531,-0.0370042851156578,NA,NA,8,-36.2891982857716,91.2953777036186,14.2746478088163,0.000105469513971804
"4104",2.86039641012229,0.0376283306218051,0.400450857427524,-0.112796725396591,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0468612048412324,8,-36.2898347192883,91.2966505706522,14.2759206758499,0.00010540241099367
"2068",2.85740646670075,0.0537746145753134,0.376518188824411,NA,NA,0.0662720598425531,NA,NA,NA,NA,NA,NA,0.157001619317449,NA,8,-36.2944881526046,91.3059574372847,14.2852275424824,0.000104913067349784
"1427",3.11609938165901,NA,0.432778841600543,NA,NA,0.0164660720793379,NA,NA,0.102554640570825,"+",NA,-0.184653728602073,NA,NA,10,-33.4994181580346,91.3125618062653,14.291831911463,0.000104567196425045
"527",2.85617794433338,NA,0.430199078450744,-0.101722503080499,-0.0376513746216943,NA,NA,NA,NA,NA,-0.0489631294982839,NA,NA,NA,8,-36.2988021642256,91.3145854605267,14.2938555657244,0.000104461446008313
"1075",2.84083891695494,NA,0.469311161973759,NA,NA,0.0770504547900708,0.122619282821578,NA,NA,NA,NA,-0.0726701419046361,NA,NA,8,-36.2992700834417,91.3155212989589,14.2947914041566,0.000104412577924435
"1303",3.08418279278269,NA,0.377487127092538,-0.105157968857604,NA,-0.0279927113119429,NA,NA,NA,"+",NA,-0.176775779512108,NA,NA,10,-33.5035311189486,91.3207877280934,14.3000578332911,0.000104137998874677
"2312",3.19742456786682,0.0585065058126413,0.292022500241844,-0.0776209656697821,NA,NA,NA,NA,NA,"+",NA,NA,0.116576586037171,NA,10,-33.505117957953,91.3239614061021,14.3032315112998,0.000103972879679664
"164",2.87366062437014,-0.0902161335071735,0.458471364162357,NA,NA,NA,0.157492334313837,NA,0.0690302662597041,NA,NA,NA,NA,NA,8,-36.3036017977885,91.3241847276524,14.3034548328502,0.000103961270635471
"3365",2.93271782299084,NA,NA,-0.0946360022461725,NA,NA,0.0632925851073213,NA,NA,"+",NA,-0.303325815893982,0.30884857671023,NA,10,-33.5084935223109,91.3307125348178,14.3099826400155,0.000103622504222977
"3201",2.86189494956589,NA,NA,NA,NA,NA,NA,NA,-0.111055618109853,NA,NA,-0.215517971239503,0.510079549471954,NA,7,-37.6296091653442,91.3332924047624,14.3125625099601,0.00010348892410422
"2436",3.20270906327343,0.0540202829852413,0.334492393018169,NA,NA,NA,NA,NA,0.0121405654166154,"+",NA,NA,0.120214285766823,NA,10,-33.5099086788795,91.3335428479551,14.3128129531529,0.000103475965867279
"3334",2.95170035771015,0.0368342829107945,NA,-0.107765887336431,NA,NA,NA,NA,NA,"+",NA,-0.279654859610323,0.291376372386405,NA,10,-33.5113601792206,91.3364458486373,14.315715953835,0.000103325879419146
"6337",2.91619784311229,NA,NA,NA,NA,NA,NA,0.21374242200927,-0.11494472276,NA,NA,NA,0.443663766154322,-0.19796377578803,8,-36.311500671449,91.3399824749736,14.3192525801713,0.000103143328357252
"1473",2.78957809020661,NA,NA,NA,NA,NA,NA,-0.156112843572599,0.128710711171773,"+",NA,-0.159071715259766,NA,NA,9,-34.9424295709187,91.3463976033758,14.3256677085735,0.000102813019536203
"4361",2.9173987618011,NA,NA,NA,-0.0178056478955588,NA,NA,NA,NA,"+",NA,NA,NA,-0.0208760202585192,8,-36.3173269548895,91.3516350418545,14.3309051470522,0.000102544133326292
"3681",2.87366879914586,NA,NA,NA,NA,NA,0.148354734809989,0.282646804469017,NA,NA,-0.246942713887714,-0.21690454750683,0.514400365426626,NA,9,-34.9470392398393,91.3556169412171,14.3348870464148,0.000102340176218268
"4135",2.86440042679251,NA,0.404336178851912,-0.103105633885032,NA,NA,0.0477284312230346,NA,NA,NA,NA,NA,NA,-0.0435500928039464,8,-36.3242271066677,91.365435345411,14.3447054506087,0.000101838998807718
"7241",2.80738305318888,NA,NA,NA,0.13480384703521,NA,NA,0.349975722242042,NA,NA,NA,-0.438924083557378,0.600926844276754,-0.286989461210978,9,-34.9524553806416,91.3664492228216,14.3457193280194,0.00010178738576094
"1413",2.92864238312878,NA,NA,-0.122876038186028,NA,NA,NA,NA,0.120523092929478,"+",NA,-0.171175109634867,NA,NA,9,-34.9533577873106,91.3682540361597,14.3475241413574,0.000101695573577399
"3205",2.84689386388435,NA,NA,-0.193594963733039,NA,NA,NA,NA,-0.0496680866275949,NA,NA,-0.23680418894887,0.398612080753543,NA,8,-36.3261911380128,91.369363408101,14.3486335132988,0.000101639180111236
"903",3.18082732407,NA,0.410791149102701,-0.0616304178680682,NA,NA,NA,NA,0.107639060994229,"+",-0.0992257685425201,NA,NA,NA,10,-33.5316492363602,91.3770239629166,14.3562940681143,0.00010125061848038
"52",2.86165196704055,-0.0513842280577778,0.455245049207221,NA,NA,0.0824348089188817,0.154022048343591,NA,NA,NA,NA,NA,NA,NA,8,-36.3314509028349,91.3798829377453,14.359153042943,0.000101105985395781
"115",2.86607333504944,NA,0.409179966668526,NA,NA,0.0839123242466017,0.126923228486942,0.0596529512582788,NA,NA,NA,NA,NA,NA,8,-36.3318145937507,91.3806103195768,14.3598804247745,0.000101069220753254
"535",2.85689230997316,NA,0.417125779649816,-0.138763507117017,NA,-0.0208086170613779,NA,NA,NA,NA,-0.0651517163985224,NA,NA,NA,8,-36.3330306732821,91.3830424786398,14.3623125838375,0.000100946387245428
"4739",2.85092563349428,NA,0.531854253762147,NA,NA,NA,NA,NA,0.0512558547511188,NA,-0.0732595590615574,NA,NA,-0.0787793195859769,8,-36.3357193341765,91.3884198004284,14.3676899056261,0.000100675341180378
"2695",2.85747169479916,NA,0.371836180069474,-0.052207618235033,NA,NA,NA,NA,-0.00323801038345582,NA,-0.270129784766346,NA,0.316310925725768,NA,9,-34.9679800500972,91.3974985617329,14.3767686669306,0.000100219373173611
"2597",2.92666239310003,NA,NA,-0.103042109833667,NA,NA,0.148365336396054,NA,NA,NA,-0.224593820920223,NA,0.45743281762463,NA,8,-36.3430374581133,91.403056048302,14.3823261534997,9.99412758229363e-05
"2643",2.86295047928199,NA,0.34692273047362,NA,NA,0.000784906720352185,NA,0.117595248872841,NA,NA,-0.352532516021783,NA,0.36292396845808,NA,9,-34.9743385759738,91.4102156134861,14.3894857186838,9.95841473859785e-05
"3394",2.9071810470936,0.0299417433619977,NA,NA,NA,NA,NA,-0.0233023263628354,NA,"+",NA,-0.293254765669001,0.328160144859848,NA,10,-33.5545141329785,91.4227537561531,14.4020238613509,9.89618000704362e-05
"16",2.86201494282803,0.0285264285425853,0.387227640875266,-0.113548180664388,-0.0353792644796334,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-36.3562882568771,91.4295576458298,14.4088277510275,9.86257094904415e-05
"6977",2.82141381396732,NA,NA,NA,NA,NA,NA,-0.191999836446492,NA,"+",-0.157267242886026,NA,0.398441792272557,-0.133923360252414,10,-33.5620017590832,91.4377290083624,14.4169991135601,9.8223578326073e-05
"587",2.8556173927372,NA,0.484463813428385,NA,-0.0699431757739449,NA,NA,0.0584346922710494,NA,NA,-0.0933853969531977,NA,NA,NA,8,-36.3622697343978,91.4415206008712,14.4207907060689,9.80375428326033e-05
"143",2.86104671225639,NA,0.398605883603646,-0.109102233442595,-0.0428977893150097,NA,NA,NA,0.0164756625076313,NA,NA,NA,NA,NA,8,-36.3641629468261,91.4453070257277,14.4245771309255,9.78521125229432e-05
"363",3.01122004458727,NA,0.431997273734815,NA,-0.0312352039773875,NA,-0.00521868808182242,-0.234449801800048,NA,"+",NA,NA,NA,NA,10,-33.5672328310428,91.4481911522816,14.4274612574793,9.77111052800243e-05
"2465",3.04049578366989,NA,NA,NA,NA,NA,0.0859949817090464,NA,-0.00116019416594919,"+",NA,NA,0.229550677881802,NA,9,-34.9964995837607,91.4545376290598,14.4338077342576,9.74015360779091e-05
"644",2.85277789134415,0.0585050883077038,0.516049879412157,NA,NA,NA,NA,NA,0.0735745792157446,NA,-0.141823531137367,NA,NA,NA,8,-36.3706907523218,91.4583626367191,14.4376327419168,9.72154332850256e-05
"5155",2.83892640916745,NA,0.508154228866202,NA,NA,NA,0.0628030437282921,NA,NA,NA,NA,-0.0811087007283522,NA,-0.076403917600923,8,-36.3724844736212,91.4619500793179,14.4412201845157,9.70412121904659e-05
"2325",3.073601410159,NA,NA,-0.142343319421283,NA,-0.0336953538150462,NA,NA,NA,"+",NA,NA,0.19208414950662,NA,9,-35.0031478121851,91.4678340859087,14.4471041911064,9.67561361773211e-05
"2075",2.86157452642474,NA,0.386124608062476,NA,-0.0692137620600764,0.0350019192485536,NA,NA,NA,NA,NA,NA,0.156135628728778,NA,8,-36.3755816306416,91.4681443933587,14.4474144985564,9.67411252669043e-05
"1163",2.83345984819,NA,0.499136358573692,NA,-0.0823408460736568,NA,NA,NA,0.030075221721373,NA,NA,-0.0928617293965897,NA,NA,8,-36.377560044943,91.4721012219615,14.4513713271593,9.65499204446849e-05
"2129",2.91348560757082,NA,NA,NA,NA,0.0471285925933005,NA,0.256077948329801,NA,NA,NA,NA,0.28952913067176,NA,7,-37.7049928299499,91.4840597339739,14.4633298391716,9.59743462205901e-05
"453",2.88600321441629,NA,NA,-0.123316380430915,NA,NA,NA,-0.176826584667236,0.0811814079338244,"+",NA,NA,NA,NA,9,-35.0129054631375,91.4873493878135,14.4666194930112,9.58166147883331e-05
"390",3.05940292070117,0.143904941387591,NA,-0.131227901902792,NA,NA,NA,NA,0.080518306236027,"+",NA,NA,NA,NA,9,-35.0158988054367,91.4933360724119,14.4726061776096,9.55302316974626e-05
"2317",3.05891659446904,NA,NA,-0.115700228521834,0.00379800549981244,NA,NA,NA,NA,"+",NA,NA,0.194940178396851,NA,9,-35.0190952505373,91.499728962613,14.4789990678107,9.5225362065498e-05
"5380",3.07222600205701,0.0186935591475509,0.427177517659468,NA,NA,NA,NA,NA,NA,"+",NA,-0.140874747211647,NA,-0.0508871664598578,10,-33.5970414016581,91.5078082935123,14.48707839871,9.48414594016677e-05
"2467",3.20117760309388,NA,0.341739461085599,NA,NA,NA,0.0492743795779017,NA,0.0264965349524092,"+",NA,NA,0.127078080059772,NA,10,-33.6047667908366,91.5232590718693,14.502529177067,9.41115950904144e-05
"4195",2.86812292922972,NA,0.441453975867139,NA,NA,NA,0.0657192256706104,0.0701274811733946,NA,NA,NA,NA,NA,-0.084546483138751,8,-36.4057894371069,91.5285600062893,14.507830111487,9.38624856675549e-05
"2568",2.86195010619422,0.0598878779237333,0.351359568728434,-0.0493726787913581,NA,NA,NA,NA,NA,NA,-0.275636496652979,NA,0.316996721446921,NA,9,-35.0350773599691,91.5316931814766,14.5109632866743,9.37155569803795e-05
"5124",2.82905428157057,-7.21229955023469e-05,0.535888580719767,NA,NA,NA,NA,NA,NA,NA,NA,-0.0813367913699156,NA,-0.0919844306077074,8,-36.4078065013792,91.5325941348339,14.5118642400316,9.36733498149173e-05
"4291",2.8584600913806,NA,0.472086200768485,NA,NA,NA,NA,0.0615794244754986,0.019748269573448,NA,NA,NA,NA,-0.102740356345527,8,-36.4107292784402,91.5384396889559,14.5177097941536,9.33999632155118e-05
"371",3.01717611914533,NA,0.425971562186109,NA,NA,0.0424180872309811,0.0350372251529035,-0.214498012609025,NA,"+",NA,NA,NA,NA,10,-33.6179711348458,91.5496677598877,14.5289378650854,9.28770816207386e-05
"2633",2.91555767443744,NA,NA,NA,-0.0377121331363047,NA,NA,0.282649471321495,NA,NA,-0.32629852324158,NA,0.479869659897026,NA,8,-36.4176225225266,91.5522261771287,14.5314962823264,9.27583484157409e-05
"227",2.87604120810566,NA,0.405645327659855,NA,NA,NA,0.101648210033058,0.069019834467133,0.0441663707872284,NA,NA,NA,NA,NA,8,-36.4195559216746,91.5560929754246,14.5353630806223,9.25791827591224e-05
"2594",2.93824623195178,-0.0320022981805896,NA,NA,NA,NA,0.21785249057602,NA,NA,NA,-0.300335651213722,NA,0.566794327811377,NA,8,-36.4216244596774,91.5602300514303,14.539500156628,9.23878771310104e-05
"179",2.86693542180933,NA,0.432339385151684,NA,NA,0.086528670531368,0.142356334873515,NA,0.0589000789080741,NA,NA,NA,NA,NA,8,-36.4219023593868,91.560785850849,14.5400559560467,9.23622061339525e-05
"2641",2.91596082061068,NA,NA,NA,NA,-0.0155595316857034,NA,0.30767310872351,NA,NA,-0.371480297616624,NA,0.505545898050421,NA,8,-36.4247455623378,91.5664722567511,14.5457423619488,9.20999746022911e-05
"1107",2.81965241791751,NA,0.464021301030838,NA,NA,0.0454403612662466,NA,0.117989221914595,NA,NA,NA,-0.125646808897821,NA,NA,8,-36.4279348586434,91.5728508493622,14.5521209545599,9.18067083985446e-05
"651",2.85399109491629,NA,0.514546505919802,NA,-0.0749656068524499,NA,NA,NA,0.0497243827206054,NA,-0.101269654392375,NA,NA,NA,8,-36.4288029947908,91.574587121657,14.5538572268547,9.17270422619396e-05
"4132",2.86292701547243,-0.0478096725112634,0.49139437016516,NA,NA,NA,0.0926914655102849,NA,NA,NA,NA,NA,NA,-0.0808414858506245,8,-36.4299822423933,91.576945616862,14.5562157220598,9.16189371211576e-05
"1036",2.82856566624498,-0.0386811363477611,0.519264195130458,NA,-0.0894662255576575,NA,NA,NA,NA,NA,NA,-0.093979449203928,NA,NA,8,-36.4303004205491,91.5775819731737,14.5568520783714,9.15897906138416e-05
