"","Intercept","Competitive.rescale","Complexity.rescale","CWMBranching.rescale","CWMBrooding.rescale","CWMFecundity.rescale","CWMMaxsize.rescale","Depth_m.rescale","Generalist.rescale","Habitat","no_genera.rescale","Rao.rescale","StressTolerant.rescale","Weedy.rescale","df","logLik","AICc","delta","weight"
"3221",2.84308763321611,NA,NA,-0.257502672862071,NA,-0.0915447460869218,NA,NA,-0.0145641401590407,NA,NA,-0.285544036536167,0.371889941947891,NA,9,-37.3054952711619,96.0725290038622,19.0517991090599,9.67791314587781e-06
"5283",2.83945628498729,NA,0.495882721700745,NA,NA,NA,0.0847163481185643,NA,0.0825424507712781,NA,NA,-0.109597481358381,NA,-0.0742700095770621,9,-37.3057188005813,96.072976062701,19.0522461678987,9.67575008933369e-06
"4616",2.85792960794472,0.0410048276338217,0.417784686173902,-0.110932249447518,NA,NA,NA,NA,NA,NA,-0.0411009988227306,NA,NA,-0.0364745514631411,9,-37.307248524078,96.0760355096945,19.0553056148922,9.66096018219201e-06
"180",2.86940966049828,-0.0735423799583713,0.442451850650919,NA,NA,0.0843313560460978,0.187282979128983,NA,0.074934165024553,NA,NA,NA,NA,NA,9,-37.3091866105895,96.0799116827176,19.0591817879153,9.64225453800784e-06
"4109",2.91467613970782,NA,NA,-0.269347634077497,-0.0329045472734828,NA,NA,NA,NA,NA,NA,NA,NA,0.0757989571847964,7,-40.0038518218822,96.0817777178385,19.0610478230362,9.63326234079263e-06
"1619",2.82867656379911,NA,0.477272659206708,NA,NA,0.0369275360720573,NA,0.133819680712419,NA,NA,-0.0781104330311261,-0.0851522156341587,NA,NA,9,-37.31116403201,96.0838665255584,19.0631366307561,9.62320657647344e-06
"5185",2.91832950647761,NA,NA,NA,NA,NA,NA,0.453107211079423,NA,NA,NA,-0.054361377317534,NA,-0.069959085022107,7,-40.0075170858881,96.0891082458503,19.068378351048,9.59801851948625e-06
"1227",2.83242230937817,NA,0.467704907267659,NA,-0.0711753249995192,NA,NA,0.0685168790976471,0.0265451919048701,NA,NA,-0.111238483529129,NA,NA,9,-37.3175569001229,96.0966522617842,19.0759223669819,9.56188291190848e-06
"2722",2.94446488977046,-0.0532611214233587,NA,NA,NA,NA,0.249576775252571,NA,0.0631143625657642,NA,-0.320866312175086,NA,0.561604129527897,NA,9,-37.3196290904023,96.100796642343,19.0800667475407,9.54208938614445e-06
"2725",2.93027124272451,NA,NA,-0.101803035356232,NA,NA,0.160382318170756,NA,0.0425891965265302,NA,-0.241718099979141,NA,0.453249340618844,NA,9,-37.3228402052197,96.1072188719779,19.0864889771756,9.51149778438654e-06
"663",2.8606676625751,NA,0.417130968466512,-0.145908406147154,NA,-0.0312750089745173,NA,NA,0.0663565849420192,NA,-0.0992067011592195,NA,NA,NA,9,-37.3246921343806,96.1109227302997,19.0901928354974,9.49389946472581e-06
"1675",2.8422575916423,NA,0.523701067079839,NA,-0.0701407820697193,NA,NA,NA,0.0546949877300003,NA,-0.0874178410850516,-0.0437507548151403,NA,NA,9,-37.3258743300274,96.1132871215933,19.092557226791,9.48268244976733e-06
"5189",2.88244069409322,NA,NA,-0.229364238271705,NA,NA,NA,0.296167336761774,NA,NA,NA,-0.123779170052828,NA,0.0266736146320446,8,-38.7036193320731,96.1242197962217,19.1034899014194,9.43098832633329e-06
"4676",2.85914344752316,0.0458250033173432,0.460939368857848,NA,NA,NA,NA,0.102733049600297,NA,NA,-0.079594141506553,NA,NA,-0.0709869567672933,9,-37.3343574276293,96.1302533167971,19.1095234219948,9.40258016712456e-06
"3209",2.87582167925733,NA,NA,NA,-0.0863469893813103,NA,NA,NA,-0.115591505115218,NA,NA,-0.176564242406114,0.471702300601075,NA,8,-38.709415591751,96.1358123155775,19.1150824207752,9.37648198802222e-06
"7305",2.84483217327238,NA,NA,NA,0.0674930904325564,NA,NA,NA,-0.11810278797008,NA,NA,-0.281167324847811,0.688193899057452,-0.269872895498311,9,-37.3442113263595,96.1499611142575,19.1292312194552,9.31038309070385e-06
"4647",2.86200393445594,NA,0.422450326460136,-0.100576076455844,NA,NA,0.0497981902722595,NA,NA,NA,-0.0410835345726278,NA,NA,-0.032811720956303,9,-37.346235492191,96.1540094459204,19.1332795511181,9.29155639198214e-06
"4196",2.86842224746464,-0.0371676940240087,0.449736661841414,NA,NA,NA,0.0884122120640269,0.0658582220211889,NA,NA,NA,NA,NA,-0.0823528764766374,9,-37.3467023872469,96.1549432360323,19.13421334123,9.28721922282098e-06
"3094",2.83878490939725,-0.0255523590584996,NA,-0.268976606300628,NA,-0.102722059453385,NA,NA,NA,NA,NA,-0.306756880444625,0.379157513954692,NA,9,-37.34820721052,96.1579528825784,19.1372229877761,9.27325410934188e-06
"1587",2.84695259080712,NA,0.483312752940916,NA,NA,0.0711254631077823,0.117670332301042,NA,NA,NA,-0.0462332397607026,-0.0403575218113003,NA,NA,9,-37.3482226689152,96.1579837993689,19.1372539045666,9.27311076082241e-06
"6245",2.928820491274,NA,NA,-0.0602360392521325,NA,NA,0.102725442177651,0.175380447490098,NA,NA,NA,NA,0.344674660822362,-0.136516784271549,9,-37.3497679241209,96.1610743097802,19.140344414978,9.2587925036763e-06
"1097",2.91834984457038,NA,NA,NA,-0.0654138870604759,NA,NA,0.400754294620418,NA,NA,NA,-0.0550028305402646,NA,NA,7,-40.045235725147,96.1645455243681,19.1438156295658,9.24273681309126e-06
"627",2.86384227781147,NA,0.43098858800464,NA,NA,0.0677405839374497,0.116261344081799,0.0867292608372076,NA,NA,-0.0782055980999928,NA,NA,NA,9,-37.352815935121,96.1671703317805,19.1464404369782,9.23061456742254e-06
"1100",2.82796792660974,-0.0303593540800208,0.483463913249074,NA,-0.0761862881655444,NA,NA,0.0711319328472944,NA,NA,NA,-0.114133161002028,NA,NA,9,-37.3543910068559,96.1703204752503,19.149590580448,9.21608713120204e-06
"6341",2.91249941800793,NA,NA,-0.0772132614438835,NA,NA,NA,0.180575839994401,-0.0904879091428905,NA,NA,NA,0.382418864984307,-0.15366659699836,9,-37.3546319990697,96.1708024596778,19.1500725648755,9.21386639356319e-06
"183",2.86996403925482,NA,0.382445876678281,-0.0905140182365226,NA,0.0323831271423397,0.0930630289301159,NA,0.0539409324554702,NA,NA,NA,NA,NA,9,-37.3618533953967,96.185245252332,19.1645153575297,9.1475690803264e-06
"1131",2.84022844774743,NA,0.438855605444499,NA,-0.0464436736086047,NA,0.0651276044619978,0.0913664496641926,NA,NA,NA,-0.113662758667655,NA,NA,9,-37.3618886184639,96.1853156984663,19.164585803664,9.14724688056082e-06
"422",3.06983962837138,0.202185273785639,NA,-0.146314688941778,NA,NA,-0.074484155383963,NA,0.0585005719496389,"+",NA,NA,NA,NA,10,-35.9364146305626,96.1865547513213,19.165824856519,9.14158167443291e-06
"80",2.8643829756667,0.0334514681066696,0.366669624752201,-0.117088676424089,-0.0284323889166092,NA,NA,0.0296029577929599,NA,NA,NA,NA,NA,NA,9,-37.36265465085,96.1868477632385,19.1661178684362,9.14024247634944e-06
"913",2.94100902193377,NA,NA,NA,NA,0.0140477586703774,NA,NA,0.0809332952239614,"+",-0.0431537760273277,NA,NA,NA,9,-37.3639436455589,96.1894257526563,19.168695857854,9.12846834218765e-06
"1055",2.82909822683081,NA,0.410744659687813,-0.154760433126487,-0.0244933939317884,-0.0359522525818905,NA,NA,NA,NA,NA,-0.126839359384677,NA,NA,9,-37.3639924807759,96.1895234230903,19.168793528288,9.12802256234037e-06
"7689",2.85586781167614,NA,NA,NA,0.0685851003178115,NA,NA,NA,NA,NA,-0.0575502789549232,-0.261397988712502,0.675080968152354,-0.259276215673349,9,-37.3647405476598,96.1910195568581,19.1702896620558,9.12119674434837e-06
"655",2.85749890097566,NA,0.433468807879672,-0.102933504900248,-0.0329328408723262,NA,NA,NA,0.0476270776323161,NA,-0.0713220660701424,NA,NA,NA,9,-37.3653925756204,96.1923236127793,19.171593717977,9.11525140751063e-06
"613",2.92498194196003,NA,NA,-0.185475199963487,NA,NA,0.0921370291936522,0.233402313001645,NA,NA,0.0325287367569406,NA,NA,NA,8,-38.7394006792371,96.1957824905496,19.1750525957474,9.09950076109429e-06
"1548",2.84127840142727,-0.00438377798737368,0.523657635226398,NA,-0.0741435104719928,NA,NA,NA,NA,NA,-0.0683034123226586,-0.0387967122690596,NA,NA,9,-37.3733440049896,96.2082264715176,19.1874965767153,9.04305952445311e-06
"5195",2.83079032377193,NA,0.477717083290563,NA,-0.015048338870877,NA,NA,0.104160418901446,NA,NA,NA,-0.107621218661681,NA,-0.0807432920194766,9,-37.3742973284388,96.2101331184161,19.1894032236138,9.03444267173232e-06
"817",2.92354694537916,NA,NA,NA,NA,0.0499013887204071,0.097559454430861,NA,NA,"+",-0.00113760284665126,NA,NA,NA,9,-37.3747392159026,96.2110168933436,19.1902869985413,9.03045134669678e-06
"6338",2.91832872814312,0.0778259802854743,NA,NA,NA,NA,NA,0.21438569524646,-0.107651188728953,NA,NA,NA,0.417041809555039,-0.186369810649646,9,-37.3756535708364,96.2128456032113,19.192115708409,9.02219808273444e-06
"1305",2.85770894039831,NA,NA,NA,-0.00880627687577024,0.00952150095289013,NA,NA,NA,"+",NA,-0.118847599847798,NA,NA,9,-37.3769796210251,96.2154977035887,19.1947678087864,9.01024212411693e-06
"1101",2.87876054714776,NA,NA,-0.239477760744961,0.0360441697404692,NA,NA,0.310044184027064,NA,NA,NA,-0.134324330417622,NA,NA,8,-38.7522347637473,96.2214506595701,19.2007207647678,8.98346320993817e-06
"3202",2.87061053068193,0.0532316678055849,NA,NA,NA,NA,NA,NA,-0.108684212676983,NA,NA,-0.187243350438521,0.489078223290091,NA,8,-38.7526606021252,96.2223023363258,19.2015724415235,8.97963852094498e-06
"567",2.86130225904408,NA,0.42186827741175,-0.0936612346914025,NA,0.0171317462218398,0.0685226619916762,NA,NA,NA,-0.057142874130418,NA,NA,NA,9,-37.3808232181251,96.2231848977887,19.2024550029864,8.97567685365829e-06
"4489",2.94300748968531,NA,NA,NA,-0.00512144511945495,NA,NA,NA,0.0647989856576613,"+",NA,NA,NA,-0.0335087004305048,9,-37.3819868491542,96.2255121598469,19.2047822650446,8.96523855190779e-06
"34",2.95329878694087,0.0621114297437404,NA,NA,NA,NA,0.137154799305137,NA,NA,NA,NA,NA,NA,NA,6,-41.3503900721737,96.2280528716202,19.2073229768179,8.95385673934515e-06
"207",2.86227052938575,NA,0.386797080206571,-0.111769092989184,-0.0388719931960836,NA,NA,0.0186374118905867,0.0157218208326037,NA,NA,NA,NA,NA,9,-37.3836336848401,96.2288058312186,19.2080759364163,8.9504864276248e-06
"48",2.86627066606058,-0.0154178736676192,0.39227270097456,-0.105075836112591,-0.0287947404592543,NA,0.0557482962136575,NA,NA,NA,NA,NA,NA,NA,9,-37.3847864573085,96.2311113761554,19.2103814813532,8.94017449808828e-06
"2090",2.9450184924722,-0.0955314648692418,NA,NA,-0.0241477882824378,NA,0.241502192678011,NA,NA,NA,NA,NA,0.392420879494166,NA,8,-38.7602327877232,96.2374467075218,19.2167168127195,8.91189982013517e-06
"7298",2.85757731141885,0.013684179600981,NA,NA,NA,NA,NA,NA,-0.121609601548104,NA,NA,-0.241368526739823,0.633902035447067,-0.220099474634003,9,-37.3912640607956,96.2440665831296,19.2233366883273,8.88245075019719e-06
"3117",2.85455895539881,NA,NA,-0.177585002712175,0.0415114776366083,NA,0.129477132600989,NA,NA,NA,NA,-0.262530748213339,0.388747570682755,NA,9,-37.3934147135984,96.2483678887353,19.2276379939331,8.86336820990941e-06
"4673",2.9327441358294,NA,NA,NA,NA,NA,NA,0.420686878065533,NA,NA,0.0498479678047902,NA,NA,-0.10116454005116,7,-40.0897940481537,96.2536621703814,19.2329322755791,8.83993665308949e-06
"6169",2.9235400303502,NA,NA,NA,0.0421956968929035,0.0100815580242716,NA,NA,NA,NA,NA,NA,0.523492153567339,-0.255655049583066,8,-38.7694963721264,96.2559738763283,19.235243981526,8.82972488881007e-06
"683",2.86752633599739,NA,0.492530814401077,NA,-0.0374930781701932,NA,0.094598663075003,NA,0.105017738758344,NA,-0.134569212800659,NA,NA,NA,9,-37.3988352462186,96.2592089539756,19.2384790591733,8.81545401096131e-06
"1505",2.81493626094968,NA,NA,NA,NA,NA,0.0875067519193746,-0.120601681148141,0.1684399847367,"+",NA,-0.19946021323744,NA,NA,10,-35.9750730129914,96.2638715161788,19.2431416213765,8.79492664644875e-06
"243",2.87121972745217,NA,0.399528247746898,NA,NA,0.0860181484320019,0.142408993959458,0.0548995151115467,0.0551705295243185,NA,NA,NA,NA,NA,9,-37.4024121376671,96.2663627368727,19.2456328420704,8.78397841484836e-06
"4260",2.87101869112295,-0.0721918089631931,0.47895243028472,NA,NA,NA,0.127528150337287,NA,0.0730433148754255,NA,NA,NA,NA,-0.0829809602884387,9,-37.4037828418056,96.2691041451496,19.2483742503473,8.7719464273142e-06
"2705",2.91304472747992,NA,NA,NA,NA,0.00837015690784883,NA,NA,-0.0709903650449773,NA,-0.265897270288491,NA,0.582052560827335,NA,8,-38.7775726912908,96.2721265146572,19.2513966198549,8.75870040672524e-06
"4263",2.86992693111568,NA,0.393004835160127,-0.102726692077729,NA,NA,0.061722767271715,NA,0.0536242802982804,NA,NA,NA,NA,-0.0465441793003381,9,-37.4054916548246,96.2725217711877,19.2517918763854,8.75696961099069e-06
"4644",2.86013290685392,-0.0389801686917765,0.508440674649668,NA,NA,NA,0.0917884406888396,NA,NA,NA,-0.0534081201513104,NA,NA,-0.0627110418567261,9,-37.4060160106622,96.2735704828629,19.2528405880606,8.75237904650544e-06
"5393",2.84692406770571,NA,NA,NA,NA,0.00586919211025871,NA,NA,NA,"+",NA,-0.119255381858562,NA,-0.0230769791427434,9,-37.4072611616619,96.2760607848623,19.25533089006,8.74148779501923e-06
"2139",2.86383366506118,NA,0.366657982456785,NA,-0.0648591980498069,0.0359090138389882,NA,0.0325687840426327,NA,NA,NA,NA,0.157698810277259,NA,9,-37.4074902245862,96.2765189107108,19.2557890159085,8.7394856735774e-06
"1445",2.93135656669483,NA,NA,-0.10872426412134,NA,NA,0.0883449161244806,NA,0.161521590042848,"+",NA,-0.200568246641684,NA,NA,10,-35.9820637381793,96.2778529665546,19.2571230717523,8.73365813639091e-06
"2505",2.93553564632037,NA,NA,NA,-0.0316407700578154,NA,NA,-0.11123118221052,-0.0365175787248443,"+",NA,NA,0.221631516416184,NA,10,-35.9831110847763,96.2799476597487,19.2592177649465,8.72451575771717e-06
"313",2.92494903635467,NA,NA,NA,0.0396894087851676,0.0686473770690363,0.122133901952533,NA,NA,"+",NA,NA,NA,NA,9,-37.4134702817826,96.2884790251037,19.2677491303014,8.68737900509323e-06
"5643",2.83662559144775,NA,0.530145861000176,NA,-0.0385859327258513,NA,NA,NA,NA,NA,-0.0312737685171503,-0.056176915385209,NA,-0.0591291073080067,9,-37.4163824609028,96.2943033833441,19.2735734885418,8.66211660351815e-06
"117",2.9253820444111,NA,NA,-0.220079662394695,NA,-0.045710996391194,0.0619471816663733,0.237744174682019,NA,NA,NA,NA,NA,NA,8,-38.7887365623871,96.2944542568497,19.2737243620474,8.6614631862154e-06
"715",2.85707410945091,NA,0.487650901236545,NA,-0.0661180560645907,NA,NA,0.0579233878136546,0.0489114566177244,NA,-0.114191990742848,NA,NA,NA,9,-37.4168784671368,96.295295395812,19.2745655010097,8.6578212050438e-06
"88",2.86567589048303,0.0459813929815026,0.344816824410113,-0.133413450201595,NA,-0.000640032390980671,NA,0.0482993008725401,NA,NA,NA,NA,NA,NA,9,-37.423643040829,96.3088245431964,19.2880946483941,8.59945237818062e-06
"564",2.85844801039043,-0.0377539621231348,0.48011118547996,NA,NA,0.0713908985905376,0.14016243795967,NA,NA,NA,-0.0562349618497147,NA,NA,NA,9,-37.4294552755774,96.3204490126932,19.2997191178909,8.54961531490647e-06
"1474",2.84716715223563,0.0892178683366902,NA,NA,NA,NA,NA,-0.132453326521032,0.11850592173918,"+",NA,-0.133163450985413,NA,NA,10,-36.0034968619841,96.3207192141643,19.299989319362,8.54846033360976e-06
"2761",2.91297018393628,NA,NA,NA,-0.0410318130762266,NA,NA,0.27523875793923,-0.0515149944360764,NA,-0.303445513597848,NA,0.486037832667711,NA,9,-37.4367830497228,96.3351045609841,19.3143746661818,8.48719464644158e-06
"709",2.91579611295321,NA,NA,-0.219704593900755,NA,NA,NA,0.239354580228512,0.0417566530963663,NA,0.017453273763264,NA,NA,NA,8,-38.8133954188073,96.3437719696901,19.3230420748878,8.45049323802472e-06
"310",3.09447569097886,0.2439746402519,NA,-0.225094404512335,NA,-0.079755705342146,-0.179706244636477,NA,NA,"+",NA,NA,NA,NA,10,-36.0194125904608,96.3525506711176,19.3318207763153,8.4134823458143e-06
"215",2.86457596700925,NA,0.359022230482297,-0.145194858769756,NA,-0.0145503562154785,NA,0.0344911176858362,0.0214152963991557,NA,NA,NA,NA,NA,9,-37.4462802842543,96.354099030047,19.3333691352447,8.40697132123158e-06
"6218",2.92322229028058,0.128958248795827,NA,NA,0.117220504036316,NA,NA,0.257460607552145,NA,NA,NA,NA,0.402343450344461,-0.271766102479041,9,-37.4485786076604,96.3586956768592,19.337965782057,8.38767156930064e-06
"111",2.869002928497,NA,0.365989232620595,-0.109259768633049,-0.0210572657075728,NA,0.0500298937645965,0.0340083975897631,NA,NA,NA,NA,NA,NA,9,-37.4487593110796,96.3590570836977,19.3383271888954,8.38615602530467e-06
"213",2.92352798305816,NA,NA,-0.269997617891672,NA,-0.0851041350214591,NA,0.214323141236092,0.0613708040652856,NA,NA,NA,NA,NA,8,-38.8233256299377,96.3636323919509,19.3429024971486,8.36699332803612e-06
"1195",2.83874021977983,NA,0.476854852120979,NA,-0.0560465923228721,NA,0.0781643925606149,NA,0.0708360192532743,NA,NA,-0.11936354083835,NA,NA,9,-37.457755212479,96.3770488864964,19.3563189916941,8.31105330738516e-06
"7217",2.87354758527214,NA,NA,NA,NA,0.0314377583080307,0.149038051496249,NA,NA,NA,NA,-0.24406787876616,0.55439891933149,-0.167007249652598,9,-37.4592597168072,96.3800578951529,19.3593280003506,8.29855869316928e-06
"705",2.93020120685141,NA,NA,NA,NA,NA,NA,0.416322815682012,0.035179613501678,NA,-0.0356742333769317,NA,NA,NA,7,-40.1553913895062,96.3848568530865,19.3641269582842,8.27867034650756e-06
"3633",2.90649200254669,NA,NA,NA,NA,0.0537488747278951,0.210526823218633,NA,NA,NA,-0.230247833528605,-0.103352727541534,0.560743151573338,NA,9,-37.4665459152416,96.3946302920216,19.3739003972193,8.23831349357925e-06
"2769",2.9133665836,NA,NA,NA,NA,-0.0119448866847168,NA,0.302056378683282,-0.0393865762267694,NA,-0.352166109635387,NA,0.509676240630844,NA,9,-37.4698951875716,96.4013288366816,19.3805989418793,8.21076729376201e-06
"528",2.85829678667119,0.0381499038765499,0.414960706384303,-0.107737726801309,-0.0256238089622404,NA,NA,NA,NA,NA,-0.0553586221353431,NA,NA,NA,9,-37.4733070006174,96.4081524627733,19.387422567971,8.18280142507855e-06
"962",2.87681315837242,0.160721660545251,NA,NA,NA,NA,NA,-0.14975630975445,0.138117696691603,"+",-0.120807420207512,NA,NA,NA,10,-36.0500016257147,96.4137287416254,19.3929988468231,8.16001840968042e-06
"4323",2.87324845638495,NA,0.432409410024085,NA,NA,NA,0.0797236066936005,0.0658828680288257,0.0518894130934024,NA,NA,NA,NA,-0.0871775591024829,9,-37.4769851287247,96.4155087189878,19.3947788241855,8.15275931639222e-06
"809",2.91521191541811,NA,NA,NA,-0.00823870009645686,NA,0.0637037663540399,NA,NA,"+",-0.0309197896843734,NA,NA,NA,9,-37.4771090709782,96.4157566034949,19.3950267086927,8.15174890764711e-06
"4175",2.86072879065609,NA,0.397325256292114,-0.106554541872435,-0.00733808484018306,NA,NA,0.0388798112650506,NA,NA,NA,NA,NA,-0.0513992055170791,9,-37.4787729124717,96.4190842864818,19.3983543916795,8.13819696683782e-06
"4232",2.86243144846528,0.038586931089062,0.395870093696614,-0.113978868063117,NA,NA,NA,NA,0.030551947670038,NA,NA,NA,NA,-0.0498816306165196,9,-37.4792652063556,96.4200688742497,19.3993389794474,8.13419156824193e-06
"2409",2.9984131595143,NA,NA,NA,0.00546123754447914,NA,0.0924111242251763,-0.0703291287957529,NA,"+",NA,NA,0.240126818829569,NA,10,-36.0554008893783,96.4245272689526,19.4037973741503,8.11607904563624e-06
"1294",2.9801595628638,0.154586629321608,NA,-0.162696547816302,0.0843628650989803,NA,NA,NA,NA,"+",NA,-0.110257821024129,NA,NA,10,-36.0615400711994,96.4368056325948,19.4160757377925,8.06640559389063e-06
"4422",2.92761649226456,0.133750685311083,NA,-0.131176706484867,NA,NA,NA,-0.132098617720756,NA,"+",NA,NA,NA,0.00245295113253787,10,-36.0656884528123,96.4451023958207,19.4243725010184,8.0330123770348e-06
"5203",2.82737613938866,NA,0.474328135225056,NA,NA,0.0299553364700032,NA,0.121693442039596,NA,NA,NA,-0.107874057287682,NA,-0.0878641263019343,9,-37.4982177819928,96.457974025524,19.4372441307217,7.98147940288867e-06
"3114",2.84775604950115,-0.285782995417023,NA,NA,-0.0165803177835311,NA,0.347409714816996,NA,NA,NA,NA,-0.401786237151369,0.585018249987358,NA,9,-37.4984642091108,96.4584668797601,19.4377369849578,7.97951279224452e-06
"2357",3.06653099431366,NA,NA,-0.109053088846621,NA,-0.00446257561799392,0.0575505735620537,NA,NA,"+",NA,NA,0.208449773130592,NA,10,-36.0769413268788,96.4676081439537,19.4468782491514,7.94312459683427e-06
"1805",2.93893441380236,NA,NA,-0.196710128108844,0.0574829878536217,NA,NA,NA,NA,"+",0.165653617864501,-0.268857788541047,NA,NA,10,-36.0780193860259,96.4697642622479,19.4490343674456,7.93456605284328e-06
"2354",3.05074354530446,0.0879539568619153,NA,NA,NA,0.0620474987485653,0.0629259118148368,NA,NA,"+",NA,NA,0.219590099257777,NA,10,-36.0780723215506,96.4698701332972,19.4491402384949,7.9341460435431e-06
"4623",2.85564149499826,NA,0.434264556155248,-0.105700172131901,-0.0144711236344009,NA,NA,NA,NA,NA,-0.0366565315038483,NA,NA,-0.0354405908563683,9,-37.507166437951,96.4758713374404,19.4551414426381,7.91037451077971e-06
"3206",2.85511286136944,0.0458867971701932,NA,-0.19152455152409,NA,NA,NA,NA,-0.045966883052043,NA,NA,-0.210089469046392,0.373601138283413,NA,9,-37.5123190687335,96.4861765990055,19.4654467042032,7.86972010010433e-06
"108",2.86788787650147,-0.0778998646095094,0.457337561489625,NA,-0.0723239688734854,NA,0.0969750559344516,0.0270498105514914,NA,NA,NA,NA,NA,NA,9,-37.5132217497805,96.4879819610994,19.4672520662971,7.86261945821462e-06
"1579",2.84980155844955,NA,0.504624636849877,NA,-0.0526159395777416,NA,0.060952392326037,NA,NA,NA,-0.0752255798721626,-0.0367806287521485,NA,NA,9,-37.516891195889,96.4953208533164,19.4745909585141,7.83382086958963e-06
"1057",2.97463155425055,NA,NA,NA,NA,NA,0.188179638658978,NA,NA,NA,NA,0.0725371402255695,NA,NA,6,-41.4865855899946,96.5004439072619,19.4797140124596,7.81378000469848e-06
"5252",2.82757884301882,-0.00173474670974854,0.534892068280321,NA,NA,NA,NA,NA,0.0451060340670728,NA,NA,-0.096078842701519,NA,-0.0940328661686766,9,-37.5195537413003,96.5006459441391,19.4799160493368,7.81299070871024e-06
"2076",2.861636103592,0.00848585846988698,0.383686851711696,NA,-0.0652607647280173,0.0376406364687465,NA,NA,NA,NA,NA,NA,0.156598529578267,NA,9,-37.5199759546425,96.5014903708234,19.4807604760211,7.80969265608085e-06
"4183",2.86357097180666,NA,0.385872034490548,-0.118940706632337,NA,-0.0146988923029495,NA,0.049797910949613,NA,NA,NA,NA,NA,-0.0616525308091166,9,-37.521629348891,96.5047971593205,19.4840672645182,7.79679082400709e-06
"597",2.92074666000454,NA,NA,-0.263974110668866,NA,-0.080088065387548,NA,0.229036015825316,NA,NA,0.00627867007568882,NA,NA,NA,8,-38.8957604932154,96.5085021185064,19.4877722237041,7.78236079790623e-06
"536",2.85843604351993,0.0431589641070687,0.407184940594561,-0.130259389823033,NA,-0.00990715149484986,NA,NA,NA,NA,-0.066882486852308,NA,NA,NA,9,-37.5269975071243,96.515533475787,19.4948035809847,7.7550485569404e-06
"1829",2.9322749841982,NA,NA,-0.160296480991537,NA,NA,0.0359835539404105,NA,NA,"+",0.145720867946845,-0.234001987814324,NA,NA,10,-36.1016394615255,96.5170044132471,19.4962745184448,7.74934705812092e-06
"2453",3.07414239105441,NA,NA,-0.142988996189602,NA,-0.0342029383619748,NA,NA,-0.000158292937931225,"+",NA,NA,0.192708087443285,NA,10,-36.1018556973694,96.5174368849349,19.4967069901326,7.74767155267888e-06
"6214",2.91845298004121,0.0817544806844263,NA,-0.0944236919850224,NA,NA,NA,0.178293282377434,NA,NA,NA,NA,0.312107878704137,-0.132830271408743,9,-37.5314503462974,96.5244391541332,19.5037092593309,7.72059334163384e-06
"302",3.0768864857211,0.256128634440001,NA,-0.179455886595079,0.0765783688794778,NA,-0.104840247970309,NA,NA,"+",NA,NA,NA,NA,10,-36.1112278637595,96.536181217715,19.5154513229127,7.67539829328235e-06
"556",2.8606851177688,-0.0543505418053,0.503127649863359,NA,-0.0615538953004175,NA,0.0877704979389633,NA,NA,NA,-0.0779016885550121,NA,NA,NA,9,-37.5378504673835,96.5372393963056,19.5165095015033,7.67133839632711e-06
"902",3.04482361063929,0.157544067046243,NA,-0.1209721770754,NA,NA,NA,NA,0.102464673523947,"+",-0.0461791059922306,NA,NA,NA,10,-36.1140477635655,96.5418210173271,19.5210911225249,7.65378492720917e-06
"4683",2.85608750532496,NA,0.482664448214375,NA,-0.0384080357816174,NA,NA,0.0758582280213481,NA,NA,-0.0749288326141776,NA,NA,-0.0487989392089925,9,-37.5424860591346,96.5465105798077,19.5257806850054,7.63585949971075e-06
"4873",2.91127647260664,NA,NA,NA,-0.00874924677907338,NA,NA,NA,NA,"+",-0.00451478935635035,NA,NA,-0.0294431861475202,9,-37.5432885490759,96.5481155596902,19.527385664888,7.62973425732052e-06
"619",2.86536348156271,NA,0.454975203232731,NA,-0.0418271284142337,NA,0.0672570788722449,0.0807368534901934,NA,NA,-0.103317768148213,NA,NA,NA,9,-37.5452713754595,96.5520812124574,19.5313513176551,7.61462080756063e-06
"588",2.85756849859791,0.0269518518071643,0.471544338916242,NA,-0.0604326403635892,NA,NA,0.0720789122436919,NA,NA,-0.103039107802425,NA,NA,NA,9,-37.5454241784649,96.5523868184683,19.531656923666,7.61345735950722e-06
"175",2.87083222018476,NA,0.374324673619667,-0.112236253159263,-0.0190248262146231,NA,0.0614179160178375,NA,0.0446495015218854,NA,NA,NA,NA,NA,9,-37.5496764265613,96.5608913146611,19.5401614198588,7.58115178428173e-06
"2445",3.05443029847683,NA,NA,-0.114176469092369,0.00244420851505065,NA,NA,NA,-0.0140309652066248,"+",NA,NA,0.200991195744096,NA,10,-36.1238474359146,96.5614203620253,19.540690467223,7.57914665531106e-06
"4740",2.85374688123742,0.0413723954705166,0.518723764633197,NA,NA,NA,NA,NA,0.0586541755780107,NA,-0.087626684262216,NA,NA,-0.0703777045632694,9,-37.5523085067475,96.5661554750334,19.5454255802311,7.5612238223837e-06
"5893",2.93261705706516,NA,NA,-0.167107847364006,NA,NA,NA,NA,NA,"+",0.162734608088863,-0.238473481882768,NA,-0.0135623492118872,10,-36.1272069496803,96.5681393895566,19.5474094947543,7.55372713032042e-06
"1108",2.82728212730218,0.0362541142977938,0.44306532023178,NA,NA,0.0532139528903697,NA,0.120374183309125,NA,NA,NA,-0.105851772818466,NA,NA,9,-37.554692777739,96.5709240170164,19.5501941222142,7.54321729051966e-06
