Source,Year,Province,Country,Island,Habitat,Management,Site,Corallivore.biom,Herbivore.biom,Invertivore.biom,Mixed-diet.biom,Piscivore.biom,Planktivore.biom,Depth_m,Latitude,Longitude,Complexity,FishBiomass,FishDiversity,FishAbundance,FishAbundance_20cm,Fric,Rao,dbfd_FRic,dbfd_FEve,dbfd_FDis,dbfd_FDiv,dbfd_RaoQ,CWMBranching,CWMPlating,CWMDomed,CWMMaxsize,CWMGrowthrate,CWMBrooding,CWMSpawning,CWMFecundity,total_cover,no_genera,Competitive,StressTolerant,Weedy,Generalist,noLH,Acanthastrea,Acropora,Acropora_branching,Acropora_massive,Acropora_plating,Alveopora,Astreopora,Caulastrea,Coeloseris,Coscinaraea,Ctenactis,Cycloseris,Cyphastrea,Diploastrea,Echinophyllia,Echinopora,Echinopora_branching,Echinopora_massive,Echinopora_plating,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Goniastrea,Goniopora,Halomitra,Heliopora,Hydnophora,Hydnophora_branching,Hydnophora_massive,Hydnophora_plating,Isopora,Isopora_massive,Leptastrea,Leptoria,Lobophyllia,Merulina,Millipora,Montastrea,Montipora,Montipora_massive,Montipora_plating,Mycedium,Oulaphyllia,Oxypora,Pachyseris,Pavona,Pavona_massive,Pectinia,Physogyra,Platygyra,Plerogyra,Pocillopora,Polyphyllia,Porites,Porites_branching,Porites_massive,Psammocora,Seriatopora,Stylophora,Symphyllia,Tubastrea,Tubipora,Turbinaria,CoralMethod,FishMethod
Graham,2011,Australian,Australia,Rib,Slope,Fished,RibShelteredSlope3,10.44293936,301.7938818,41.09176798,64.85031557,25.83801499,67.12895166,8,-18.47469444,146.8800833,2.5,480.5755281,75,590,563,21,1.305253413,2.828440672,0.741433731,0.201296831,0.723695748,0.046909362,0.600901829,0.329031569,0.370491014,217.0187791,38.43899606,0.112584469,0.887415531,89.93219058,42.75,20,21,9.5625,4.55,7.6375,0,0,0,14.25,0,5.5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,1.666666667,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.666666667,0,2.5,2,0,0,0,0,0,0,0,0,1.666666667,0,6.5,0,0,0,2.75,0,5,1,1,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Crest,Fished,TrunkExposedCrest1,0.79812953,547.2784653,37.89099472,96.847758,0,8.838217806,2.5,-18.40477778,146.83125,2.13,656.298243,49,265.25,229.75,10,1.393979343,1.591292958,0.652177871,0.181392132,0.603034883,0.042449939,0.700757576,0.393307849,0.227979215,270.2796679,45.46600345,0.14559738,0.864819287,27.92541617,23,9,15.5,2.75,2.95,1.8,0,0,0,11.25,0,4.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.25,0,0,2,2.333333333,0,1,2.333333333,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Crest,Fished,TrunkExposedCrest2,4.797246434,408.4618729,24.99858893,37.38618068,9.857676673,27.04486503,2.5,-18.40094444,146.8373056,2.38,480.7783923,59,384.75,363.25,5,1.196274936,0.616523918,0.679984366,0.172264585,0.568302024,0.034921443,0.589457771,0.556900741,0.270788929,342.5014872,48.77090868,0.069773051,0.930226949,15.94117917,23,5,18.75,1.5,0.9,1.85,0,0,0,10.25,1,8.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Crest,Fished,TrunkExposedCrest3,1.082860787,307.0675771,38.16806615,33.83768249,0.489375,2.933280171,2.5,-18.39569444,146.8415278,2.63,352.9755592,36,342,333,5,1.297296633,0.392152491,0.76332678,0.167675919,0.572722851,0.033157901,0.662843005,0.425387907,0.227817735,276.066337,45.78884196,0.077043035,0.922956965,24.24881264,14,5,9.75,1,0.85,2.4,0,0,0,6.25,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,0,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Crest,Fished,TrunkShelteredCrest1,4.55246123,276.0339452,29.35293039,20.39634124,9.109779449,15.87064713,2.5,-18.35247222,146.7657222,1.25,341.2099402,49,332.75,307.75,9,1.324226395,1.037318493,0.73416867,0.173016212,0.595954557,0.038131925,0.748136646,0.321763107,0.268150347,214.51571,46.16708881,0.11620471,0.88379529,63.29285481,23.83838384,9,16.07070707,4.257575758,1.254040404,2.256060606,0,0,0,13.8030303,1.005050505,3.530303031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.507575758,0,0,0,3.007575758,0,0,1.505050505,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Crest,Fished,TrunkShelteredCrest2,3.148664951,299.2880713,30.09364853,35.67392948,340.5035745,5.897647785,2.5,-18.3765,146.7754167,2.13,703.6124416,56,297,280.5,9,1.182595559,1.501616356,0.512954365,0.180336711,0.682063378,0.038169739,0.543255665,0.603890283,0.319098239,363.2091776,49.28889782,0.058569283,0.941430717,52.67086977,46.23174818,8,41.2389739,2.381338134,1.248069807,1.363366337,0,0,0,20.51327633,2.006734007,17.2379738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505050505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,1.98019802,3.965346535,0,0,0,0,0,0,0,0,0,0,2.48019802,0,0,0,1.336700337,0,0,1.333400007,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Crest,Fished,TrunkShelteredCrest3,2.549666874,149.7565941,48.14753029,69.41960663,847.3391721,27.76778599,2.5,-18.38061111,146.7768889,1.67,1111.92086,41,380,359.3333333,6,1.457855033,0.235589552,0.817051888,0.168522631,0.750275079,0.034210131,0.647619048,0.166456583,0.365322129,128.7792552,35.29490597,0.134206349,0.865793651,55.65234127,9.666666667,6,4,3,0.466666667,2.2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,2,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Flat,Fished,TrunkExposedFlat1,0,231.8584121,38.95424774,32.79530181,15.58165154,2.800471309,1.5,-18.40477778,146.83125,1.63,296.9303752,41,309,288,7,1.327502203,0.767269544,0.751729797,0.189466101,0.635266461,0.040286012,0.581780538,0.300946901,0.384641944,203.5005829,39.20153923,0.103789682,0.901765873,74.37580702,12.05808081,6,8.045454545,2.755050505,0.451515152,0.806060606,0,0,0,5.775252525,0,4.540404041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015151515,0,0,1,2.673400673,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Flat,Fished,TrunkExposedFlat2,0,78.26660889,12.62727728,13.44855545,0,0.49152,1.5,-18.40094444,146.8373056,0.5,102.3895368,22,201.25,200.25,9,1.342453789,0.744427927,0.659875234,0.154543326,0.790196728,0.032303451,0.599076169,0.276935484,0.401798865,199.2638387,41.27076034,0.059978318,0.940021682,93.34080631,9.5,9,6.5,2,0.1,0.65,0,0,0,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Flat,Fished,TrunkExposedFlat3,0,115.4958391,21.52261805,35.72377816,0,1.82538903,1.5,-18.39569444,146.8415278,1.25,172.3087848,30,266.5,265,4,1.014828715,1.357743925,0.56883536,0.163022531,0.644882878,0.032084057,0.65625,0.388276144,0.307883987,267.754826,49.8492136,0.039655671,0.960344329,26.59893436,7.272727273,4,5.767676768,1.005050505,0.25,0.25,0,0,0,4.767676768,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34006734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Flat,Fished,TrunkShelteredFlat1,1.012590324,210.4379838,29.00298597,15.62652277,5.558652922,20.9014454,1.5,-18.35247222,146.7657222,1.5,266.2709079,44,310.25,273.25,8,1.310687496,0.665578187,0.75543955,0.194961845,0.647622484,0.044477273,0.667429792,0.307732709,0.355188358,218.0371928,44.04654378,0.112606838,0.887393162,70.03765128,12.02319588,8,8.015463918,2.507731959,0.45,1.05,0,0,0,6.515463918,1.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.333333333,0,0,0,1.676975945,0,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Flat,Fished,TrunkShelteredFlat2,2.91437,100.0993518,30.23037455,32.86776276,0.318565,14.60196716,1.5,-18.3765,146.7754167,1.5,161.9935242,50,330.25,324.25,9,1.23039703,1.228372132,0.627118907,0.15560973,0.571158553,0.033262738,0.686773395,0.479925197,0.290637558,296.6044944,50.31186714,0.05556551,0.94443449,28.40548809,35.5,8,30.25,3.125,0.3,1.825,0,0,0,21,1.75,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.666666667,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Flat,Fished,TrunkShelteredFlat3,0.526350772,129.8021351,27.65133528,18.15504941,14.58691904,22.72046446,1.5,-18.38061111,146.7768889,1,190.0423182,37,225,212.3333333,7,1.385080007,0.823556888,0.723141569,0.189636969,0.675326809,0.039379726,0.603469884,0.52067272,0.297893697,270.8462749,43.04298457,0.054080387,0.945919613,65.6187037,18.66666667,7,11.66666667,1.666666667,0.866666667,4.466666667,0,0,0,7.333333333,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,0,2,0,0,0,0,0,0,2.333333333,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Slope,Fished,TrunkExposedSlope1,3.134396402,422.6650386,49.51178863,252.0475638,23.28890719,56.14908726,8,-18.40477778,146.83125,3.13,779.8968509,65,402.75,352.25,14,1.560004521,2.744691549,0.766146856,0.217804844,0.641907774,0.055009983,0.524274392,0.22231935,0.444285748,164.0445067,29.60067303,0.335147966,0.664852034,107.0120826,21.25,14,6.25,6.6875,4.6,3.7125,0,0,0,4.25,0,2,0,1,0,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,5,0,0,4.25,1,0,0,2,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Slope,Fished,TrunkExposedSlope2,0.771958367,287.3745683,37.73842281,176.9914637,10.88420886,29.79637727,8,-18.40094444,146.8373056,2.75,548.3237242,54,279.5,236.5,7,1.490160312,0.999634073,0.77219519,0.218709936,0.681188786,0.053356829,0.725607726,0.289343699,0.240177959,202.7051971,37.73570651,0.339590184,0.666820072,25.51918335,14.25,6,6.75,2.5,3.95,1.05,0,0,0,5,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,1,3,0,0,3.5,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Slope,Fished,TrunkExposedSlope3,0.689681335,326.271434,26.76294899,55.1657138,5.219082996,3.40711909,8,-18.39569444,146.8415278,2.13,395.2419457,52,326.5,278,6,1.505170891,1.506466701,0.843416721,0.219974157,0.641740769,0.053985886,0.564903846,0.305214393,0.361133107,202.928673,33.22764351,0.313961386,0.686038614,39.44407738,11.72029703,6,4.742574258,3.24009901,2.891584159,0.846039604,0,0,0,4,0,2.323432343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49009901,0,0,0,3.653465347,0,0,2.742574258,0,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Slope,Fished,TrunkShelteredSlope1,1.192892609,516.6031871,55.2618872,83.042487,6.805127427,17.38840343,8,-18.35247222,146.7657222,1.5,656.0125519,61,382,311.5,8,1.246132107,0.57942476,0.815796505,0.15744024,0.697451833,0.029925005,0.712637363,0.337840713,0.241887524,235.0107252,45.41415049,0.078247863,0.921752137,25.75090919,11.5,8,7.25,1.375,0.7,2.175,0,0,0,5.75,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,1,0,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Slope,Fished,TrunkShelteredSlope2,2.84538405,374.3987082,85.67170612,89.64112657,2.538515,26.86408776,8,-18.3765,146.7754167,2,559.3598161,59,368.75,322.75,9,1.423105934,0.669748649,0.709695767,0.161236739,0.608233582,0.032345259,0.676388889,0.19214665,0.345571896,155.4972436,37.7324031,0.181678241,0.818321759,27.62937037,8.25,9,3.5,1.9375,1.05,1.7625,0,0,0,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Trunk,Slope,Fished,TrunkShelteredSlope3,1.936161547,221.1724032,54.54468388,115.6123482,28.04083716,83.52888134,8,-18.38061111,146.7768889,2,460.0981015,53,500,469.3333333,10,1.445643551,0.350607284,0.874403144,0.170458551,0.760391256,0.03290075,0.60487013,0.247802871,0.411847466,122.4235681,31.78324531,0.129438732,0.870561268,42.69013077,10,10,2.333333333,3.25,0.533333333,3.883333333,0,0,0,2.333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2.666666667,0,0,0,2,1,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Crest,Marine reserve,WheelerExposedCrest1,2.576144994,635.9324186,32.44732823,13.53718668,16.91290274,49.68659429,2.5,-18.80444444,147.5306667,2.38,672.4616931,46,298,255,9,1.114572453,1.603930473,0.556710045,0.175777737,0.591947606,0.038475452,0.674220273,0.506196654,0.289856561,345.29184,51.38020563,0.067211638,0.932788362,25.6647176,77,8,66.75,2.8125,2.1,5.3375,0,0,0,40.5,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,1,0,0,2,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Crest,Marine reserve,WheelerExposedCrest2,4.897443118,806.5512596,76.60615165,54.01978623,0.318565,10.66994568,2.5,-18.80052778,147.535,2.13,876.0092583,48,394.25,321.75,8,1.114433234,1.267713781,0.508891664,0.161935974,0.616174665,0.035306752,0.734738512,0.474499131,0.269938191,334.9691629,54.68362925,0.062848638,0.937151362,27.59968834,53.75,8,48.75,2.75,0.45,1.8,0,2,0,34,6.5,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.25,0,0,0,1,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Crest,Marine reserve,WheelerExposedCrest3,7.938141362,553.1617508,94.44729619,55.02840422,0.716445,6.551620288,2.5,-18.80163889,147.5354444,2,628.1308701,53,367.5,323.5,11,1.133762849,1.344053719,0.474982906,0.212709577,0.63298287,0.04886176,0.54969864,0.523726287,0.491686069,428.7317411,49.26936426,0.0976252,0.908632823,66.92874269,49.25,11,43.5,3.25,1.05,1.2,0,2,0,18.25,13.25,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1.5,0,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Crest,Marine reserve,WheelerShelteredCrest1,2.432540259,633.6904263,262.8608433,127.9045636,45.35304526,45.85409796,2.5,-18.79252778,147.5258333,2.75,987.2277148,44,377.75,326.75,19,1.241042984,2.800141716,0.72184211,0.194118076,0.761510831,0.042972054,0.552287713,0.398997242,0.38587312,264.2297377,42.90613345,0.072202327,0.930485845,67.04253677,61.36290742,18,40.12951682,12.32731308,2.56836926,6.337708268,0,0,0,27.45483182,0,12.424685,1.01010101,0,0,0,1.030927835,0,0,2,0,0,0,0,1.01010101,1.01010101,0,1,1.530927835,0,0,0,2.270514423,0,0,0,0,1,0,0,0,0,0,1.030927835,1.015463918,0,0,1,0,3.816906175,0,0,0,0,0,0,0,0,0,3.272883474,0,2.765307716,0,0,2,4.061647402,0,0,2.020410288,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Crest,Marine reserve,WheelerShelteredCrest2,9.712408664,823.1484536,204.0551649,32.41719504,9.857676673,38.24085136,2.5,-18.79291667,147.5251667,2.25,1046.851512,54,386.25,334.25,12,1.111515316,1.875858896,0.651316212,0.186258622,0.762257383,0.040599006,0.507272561,0.541909951,0.370555888,352.7194707,46.99847734,0.059238748,0.940761252,30.07167182,52.25,12,42.5,5.625,1,3.125,0,1,0,22,4,18.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,1,0,1,0,1.25,0,0,0,1.5,0,0,1.5,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Crest,Marine reserve,WheelerShelteredCrest3,6.199739391,364.3626006,15.37170579,43.39402835,2.285256266,57.22424978,2.5,-18.79236111,147.5273333,2.75,438.8729867,44,338.25,314.75,20,1.327522846,2.401005165,0.753468695,0.199765433,0.736735668,0.044228159,0.427282695,0.289308771,0.566312405,220.5734852,33.04884917,0.088712059,0.912803093,66.5043281,52.25,20,22.25,15,3.75,11,0,1,0,11.25,2.666666667,8.25,0,1,0,0,1,0,0,2,1,1,0,0,1.5,0,0,1,2.5,0,0,0,2.5,0,0,0,0,1.5,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,7.5,0,0,1,6,0,0,0,1.333333333,1,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Flat,Marine reserve,WheelerExposedFlat1,2.969037533,618.4384944,62.60490016,35.01957108,0,17.89564864,1.5,-18.80444444,147.5306667,1.38,682.9008491,49,387,341,9,1.170669006,1.028944398,0.582656572,0.140927857,0.639579578,0.027753378,0.770995869,0.37514512,0.203269144,241.9684146,50.04066211,0.056319316,0.943680684,38.73233041,31.82828283,9,24.30808081,2.948232323,0.751515152,3.820454545,0,0,0,20.54292929,0,5.02020202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505050505,0,0,0,0,0,0,0,0,0,1.01010101,0,3.757575758,0,0,0,1.507575758,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Flat,Marine reserve,WheelerExposedFlat2,0,367.6171767,28.29703949,26.0774129,701.449244,0,1.5,-18.80052778,147.535,1.38,754.0298014,31,278.25,247.25,6,1.191678843,0.97056218,0.699003329,0.210758599,0.693076272,0.051889993,0.730636937,0.315988961,0.382185891,279.3208969,45.8144577,0.098007843,0.901992157,59.10101856,19.75,6,13.75,3.25,0.55,2.2,0,0,0,9.5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,1.5,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Flat,Marine reserve,WheelerExposedFlat3,0,576.3865181,25.41142571,36.48756795,0.508625006,0.839251609,1.5,-18.80163889,147.5354444,1.25,604.3021266,37,342,305,7,1.204356885,1.499680976,0.67266225,0.214048319,0.556673443,0.052725224,0.679632505,0.374869182,0.376680645,302.7449119,45.82274134,0.088100179,0.911899821,65.87451632,26.75,7,19.5,3.5,0.75,3,0,0,0,11.75,5.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75,0,0,0,1.333333333,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Flat,Marine reserve,WheelerShelteredFlat1,0.489811007,1022.238914,35.63544437,34.01175782,1688.965294,27.89398568,1.5,-18.79252778,147.5258333,1.63,1965.070547,49,347,278,12,1.231772742,1.424259988,0.724164642,0.184901714,0.769650646,0.03822798,0.564975649,0.377845498,0.400406654,256.4806422,44.83973336,0.031851203,0.968148797,104.4623992,28.84183674,12,19.47959184,5.931122449,0.152040816,3.279081633,0,1,0,14.92857143,0,4.551020408,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765306123,1,0,0,0,1.020408163,1.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74829932,0,0,0,0,0,0,0,0,0,1.520408164,0,1.013605442,0,0,0,1.010204082,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Flat,Marine reserve,WheelerShelteredFlat2,1.357352644,528.5985994,100.1522616,22.21262424,714.5311482,13.71936578,1.5,-18.79291667,147.5251667,2.25,1012.437843,55,343,302.5,15,1.215394942,0.990521772,0.775438126,0.176081245,0.858619879,0.039333322,0.725916907,0.302640352,0.31984318,214.4704834,46.52318645,0.064709345,0.937184594,84.10918931,43.75,14,29.75,9.1875,0.75,4.0625,0,0,0,27.75,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.666666667,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.75,0,0,0,0,0,0,0,0,0,3,0,2.5,0,0,1,2,1,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Flat,Marine reserve,WheelerShelteredFlat3,1.45501445,820.4132955,171.3629744,65.24832856,31.58375087,34.83109618,1.5,-18.79236111,147.5273333,2.13,998.063886,48,411,359,13,1.218104858,2.461205305,0.766493299,0.250652325,0.67753744,0.065713153,0.526904402,0.33617677,0.617637576,339.8467038,34.95527732,0.151590986,0.848409014,139.771113,35,13,22.75,6.625,1.95,3.675,0,0,0,7.5,12.75,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.666666667,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,2,1,0,1,2,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Slope,Marine reserve,WheelerExposedSlope1,7.382517666,527.8570734,86.43325947,123.2697103,17.53023364,42.37172511,8,-18.80444444,147.5306667,3.38,729.0147209,58,592.5,547.5,26,1.396726073,2.648542708,0.685172047,0.201041115,0.593925012,0.045429037,0.527426724,0.329638095,0.475313387,194.8607553,35.66932651,0.12852124,0.87147876,48.26859553,74.3019802,25,34.25371287,19.77660891,4.586633663,15.68502475,0,0,0,25.16831683,0,5.485148515,0,0,0,0,0,0,0,1,2,0,0,0,1.98019802,4.333333333,0,1.49009901,1.747524753,0.99009901,0,0,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0.995049505,0,9.666666667,6.45049505,1.326732673,0,0.99009901,0,0,0,1,0,1,0,4.232673267,0,0,0,11.72772277,0,1.99339934,2.326732673,1,0,0,0.99669967,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,Wheeler,Slope,Marine reserve,WheelerExposedSlope2,5.823131627,506.2667116,87.60020906,68.49268701,190.3884713,281.0827187,8,-18.80052778,147.535,3.13,1086.898098,56,467.25,405.75,24,1.399300757,3.287517575,0.681442541,0.193256388,0.671368583,0.04358188,0.576895196,0.260777672,0.419256285,181.3544659,34.18328094,0.117796123,0.88484938,78.60554898,63.6489899,22,23.53787879,17.04103535,6.113636364,16.95643939,0,0,0,14.52272727,3,7.015151515,0,0,0,0,1,0,0,1,0,0,0,0,1.67003367,0,0,1.005050505,1.336700337,1,1,0,1.51010101,0,0,0,0,1,0,0,0,0,0,1.003367003,0,0,0,1.666666667,0,4.016835017,3,0,0,1,0,0,0,1,0,3.757575758,0,15.55555556,0,0,2,6.515151515,0,1.252525253,1.666666667,1.003367003,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
