Source,Year,Province,Country,Island,Habitat,Management,Site,Corallivore.biom,Herbivore.biom,Invertivore.biom,Mixed-diet.biom,Piscivore.biom,Planktivore.biom,Depth_m,Latitude,Longitude,Complexity,FishBiomass,FishDiversity,FishAbundance,FishAbundance_20cm,Fric,Rao,dbfd_FRic,dbfd_FEve,dbfd_FDis,dbfd_FDiv,dbfd_RaoQ,CWMBranching,CWMPlating,CWMDomed,CWMMaxsize,CWMGrowthrate,CWMBrooding,CWMSpawning,CWMFecundity,total_cover,no_genera,Competitive,StressTolerant,Weedy,Generalist,noLH,Acanthastrea,Acropora,Acropora_branching,Acropora_massive,Acropora_plating,Alveopora,Astreopora,Caulastrea,Coeloseris,Coscinaraea,Ctenactis,Cycloseris,Cyphastrea,Diploastrea,Echinophyllia,Echinopora,Echinopora_branching,Echinopora_massive,Echinopora_plating,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Goniastrea,Goniopora,Halomitra,Heliopora,Hydnophora,Hydnophora_branching,Hydnophora_massive,Hydnophora_plating,Isopora,Isopora_massive,Leptastrea,Leptoria,Lobophyllia,Merulina,Millipora,Montastrea,Montipora,Montipora_massive,Montipora_plating,Mycedium,Oulaphyllia,Oxypora,Pachyseris,Pavona,Pavona_massive,Pectinia,Physogyra,Platygyra,Plerogyra,Pocillopora,Polyphyllia,Porites,Porites_branching,Porites_massive,Psammocora,Seriatopora,Stylophora,Symphyllia,Tubastrea,Tubipora,Turbinaria,CoralMethod,FishMethod
Graham,2010,Australian,Australia,JohnBrewer,Crest,Fished,JohnBrewerExposedCrest3,2.145706585,617.4130774,48.62065599,40.06003116,6.762431962,15.3466731,2.5,-18.6465,147.0441944,2.38,672.2972587,60,380,349.5,8,1.189864156,0.924258855,0.431972771,0.158024565,0.592923857,0.030141697,0.655438484,0.518327182,0.221077492,319.5286497,49.73931258,0.040444072,0.959555928,43.55763616,27.5,8,22.25,1.25,0.65,3.35,0,0,0,14.5,0,7.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,1,0,0,0,0,0,0,2,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Crest,Fished,JohnBrewerShelteredCrest1,1.425360989,523.7507405,74.25161226,49.90111291,0,9.369577497,2.5,-18.62625,147.0333611,2.5,629.9894316,49,295.25,239.75,5,1.280163774,0.713646593,0.499229908,0.168602595,0.641423278,0.032559621,0.500759661,0.608648907,0.305886484,370.1993214,48.33470921,0.04355041,0.95644959,15.46835582,22.38131313,5,19.36363636,1.76010101,0.251515152,1.006060606,0,0,0,9.797979798,0,9.313131313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,1.257575758,0,0,0,1.51010101,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Crest,Fished,JohnBrewerShelteredCrest2,1.367083837,270.3321781,35.91879317,20.92074379,14.84128638,10.84865796,2.5,-18.62783333,147.0306944,2.13,314.8573227,44,268,250.5,8,1.289851243,1.239119145,0.722675735,0.198108903,0.647283845,0.045602414,0.571444746,0.46670601,0.332399183,324.7111343,46.60999937,0.065411895,0.934588105,24.11386453,16.25,8,12.75,2.5,0.4,0.6,0,0,0,8.25,1,4.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.666666667,0,0,1,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Crest,Fished,JohnBrewerShelteredCrest3,2.175180647,279.3285599,35.68659438,20.65998956,270.3489309,9.168869412,2.5,-18.62883333,147.0272222,2,594.1488116,42,256,234,5,1.35745913,0.507907957,0.676109874,0.185098446,0.576595268,0.038672164,0.529135338,0.536916395,0.301565679,336.2743104,45.55794398,0.094008948,0.905991052,17.5487621,17.2979798,5,13.02272727,1.57260101,1.107070707,1.595580808,0,0,0,6.507575758,0,6.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.346801347,0,0,0,2.013468013,0,0,1.51010101,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Flat,Fished,JohnBrewerExposedFlat1,1.012590324,271.2231008,63.95227985,3.574589181,12.90511592,25.9284192,1.5,-18.64647222,147.0528056,1,381.3273018,41,192,159.5,8,1.439855142,1.383509323,0.683478239,0.18338947,0.557412086,0.038959981,0.551984127,0.324013772,0.399997666,211.3102627,41.32928671,0.106198743,0.893801257,33.77806392,16.25,8,9,5.25,0.35,1.65,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75,0,0,0,3.75,0,0,0,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Flat,Fished,JohnBrewerExposedFlat2,0,50.14997201,36.20444869,3.801205782,0,39.54045785,1.5,-18.64605556,147.0489444,1,130.1113106,28,136.25,129.25,4,1.333556964,0.39448028,0.877427072,0.200388423,0.670389631,0.043900206,0.547916667,0.297074142,0.417107843,203.3076976,37.887008,0.138732639,0.861267361,36.40584596,6.75,4,3.75,1.75,0.25,1,0,0,0,2.25,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,1.5,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Flat,Fished,JohnBrewerExposedFlat3,0,44.11259164,30.44854048,15.15437592,0,0.127776,1.5,-18.6465,147.0441944,1,98.34231847,22,210.25,209.75,4,1.439434802,0.44394636,0.907549379,0.195619645,0.731642071,0.041278183,0.333333333,0.376861213,0.535036765,242.2704567,32.21290423,0.123177083,0.876822917,61.14821875,6,4,3.25,1.5,0.25,1,0,0,0,1.666666667,0,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1.25,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Flat,Fished,JohnBrewerShelteredFlat1,1.012590324,401.5308225,36.77664999,13.42372797,5.730697619,1.097889886,1.5,-18.62625,147.0333611,2.13,448.4933582,43,286.75,232.25,9,1.446201688,1.648528085,0.826227643,0.214472929,0.665785189,0.048070544,0.350669643,0.360509126,0.554758403,243.8626871,33.98751159,0.14437686,0.85562314,61.54666467,12,9,6.25,4.0625,0.4,1.2875,0,0,0,3.25,1,3.666666667,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.5,0,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Flat,Fished,JohnBrewerShelteredFlat2,1.930257742,526.0348677,59.23409293,19.49556487,5.328282628,9.699364382,1.5,-18.62783333,147.0306944,2.13,600.9655607,59,320.25,275.25,7,1.158883906,0.765424349,0.615807859,0.194434436,0.717588511,0.044189549,0.456473214,0.594970019,0.39166229,365.0272553,43.56225251,0.065144469,0.934855531,15.418125,17.5,7,14,1.1875,0.2,2.1125,0,0,0,6.25,1.5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,1,1,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Flat,Fished,JohnBrewerShelteredFlat3,0.412770665,383.8027095,84.37366964,38.28912137,7.741561964,19.21160645,1.5,-18.62883333,147.0272222,2,497.6148995,51,368.75,343.25,8,1.288916333,1.261716964,0.673355347,0.199918165,0.659443445,0.042974475,0.47439175,0.510144489,0.407902302,319.6773709,43.03126021,0.078284435,0.921715565,25.20303508,18.65517419,8,13.61188415,3.272933416,0.558152958,1.212203669,0,0,0,6.298289013,3,5.813595135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340136054,0,0,0,0,0,0,0,0,0,0,1.020408163,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.515254587,0,0,0,1.762729334,0,0,1.020408163,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Slope,Fished,JohnBrewerExposedSlope1,2.420967998,350.4544802,174.5523288,116.9070572,544.5922914,53.44209898,8,-18.64647222,147.0528056,1.88,1183.463628,69,539.75,504.75,10,1.564907428,0.826387631,0.744939065,0.170379017,0.643110356,0.035852975,0.685565476,0.224317973,0.324955914,176.0067771,39.35695845,0.152234285,0.853321271,97.34402467,14,9,5.5,3.8125,1.4,3.2875,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.25,0,0,1,3.666666667,0,1,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Slope,Fished,JohnBrewerExposedSlope2,3.379534451,313.3553817,49.93829325,129.9924393,17.12818712,111.6823776,8,-18.64605556,147.0489444,2.5,571.5514798,69,638.5,598,11,1.346052538,1.269749297,0.68008399,0.197872627,0.624199927,0.049129425,0.672152446,0.271802438,0.335894493,299.4059168,37.20207506,0.142508417,0.910123161,163.9466542,16.75,10,7,3.375,3.65,2.725,0,0,0,5.25,0,2.333333333,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,1,0,0,1,0,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Slope,Fished,JohnBrewerExposedSlope3,3.228106146,168.8605704,46.40634803,129.9618616,72.91597882,57.08826387,8,-18.6465,147.0441944,2.38,421.2892644,66,545.25,515.25,12,1.466246514,1.373377829,0.788326745,0.178338763,0.609234215,0.039011151,0.707150689,0.249458435,0.302819226,218.76021,33.43566271,0.212724846,0.84652223,63.37579809,23.75,11,6.75,4.5625,7,5.4375,0,0,0,5.75,0,1.333333333,0,0,0,0,0,0,0,0,3,0,0,3.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4.333333333,0,1,1.333333333,0,0,0,3,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Slope,Fished,JohnBrewerShelteredSlope1,5.57911866,268.9306,112.8156778,105.3825046,427.142041,13.73143444,8,-18.62625,147.0333611,2.25,901.2122645,66,353.75,323.25,8,1.41012738,0.926542709,0.768191799,0.196447166,0.631097966,0.046167022,0.602272727,0.347487672,0.356988617,235.3363736,39.54978639,0.172383373,0.827616627,18.49265257,13.75,9,6.75,2.1875,1.95,2.6125,0,0,0,4.75,0,2.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1.75,0,0,1,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Slope,Fished,JohnBrewerShelteredSlope2,5.22881592,237.3599696,111.3444623,109.1865631,0.59392,25.96567542,8,-18.62783333,147.0306944,2,422.533993,59,543.5,523,11,1.328171008,0.955251622,0.786928548,0.208198234,0.760098173,0.047646126,0.691462418,0.257583622,0.326917532,192.7616166,39.57748698,0.216335103,0.783664897,61.50860138,17.25,12,8.5,3.25,2.9,2.35,0,0,0,7.75,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2.25,1,0,1,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2010,Australian,Australia,JohnBrewer,Slope,Fished,JohnBrewerShelteredSlope3,3.860970971,126.063357,57.06516152,86.18879254,10.30411734,25.58126013,8,-18.62883333,147.0272222,2,269.9619164,55,446.25,431.25,11,1.376586223,1.485470888,0.704069459,0.188461436,0.553648306,0.042870524,0.669264069,0.314714636,0.330261332,220.4069367,43.02848892,0.128495896,0.871504104,30.88018155,13.75,13,8.25,2.875,0.95,1.175,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,1,1,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Crest,Fished,RibExposedCrest1,9.223391462,349.1651171,145.8187874,61.31979373,26.59723045,16.28699291,2.5,-18.49158333,146.8794444,2.5,563.6278992,62,324.75,290.25,7,1.07816205,1.188803996,0.452093058,0.166952876,0.573831449,0.035679386,0.607085963,0.588196859,0.254684684,375.0437016,51.31803167,0.079768164,0.920231836,16.23968643,62,7,56.5,0.5,2.95,2.05,0,0,0,30,2.5,23.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,1,0,0,2.5,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Crest,Fished,RibExposedCrest2,7.359267804,296.2747052,63.97605747,17.38997344,0.46023,11.55132581,2.5,-18.49025,146.8816111,2.5,373.875756,60,307,285,9,1.157683783,1.597887199,0.599557902,0.154619924,0.571208341,0.034269837,0.760888259,0.440921583,0.16786215,279.3820487,50.2431213,0.110960879,0.889039121,24.15898791,40.60353535,9,31.32323232,1.318181818,4.112626263,3.84949495,0,0,0,23.30808081,0,8.015151515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01010101,1.005050505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,4.262626263,0,0,0,1,0,0,3.01010101,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Crest,Fished,RibExposedCrest3,4.769673851,725.6650677,572.0700087,12.457949,0.318565,41.95309901,2.5,-18.48833333,146.8825278,1.88,1326.837708,50,343.75,285.25,5,1.201723422,0.872402144,0.552009805,0.14284513,0.440074083,0.028463902,0.776448171,0.425308241,0.151545911,274.8159933,50.42963105,0.082558594,0.917441406,19.73259635,38.25,5,29,1.25,2.6,5.4,0,0,0,21.5,1,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,1.333333333,0,0,2.5,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Crest,Fished,RibShelteredCrest1,10.23062804,720.9212914,42.44526895,80.16688529,0.716445,38.78431723,2.5,-18.47230556,146.8766944,2.5,858.6601853,61,400,346,8,1.169568895,1.506871985,0.610919394,0.185079565,0.541007582,0.042180063,0.664579297,0.491884502,0.282698749,329.3859454,49.43674819,0.086316027,0.913683973,30.7734284,43.87878788,8,35.86616162,2.502525253,1.802020202,3.708080808,0,0,0,22.08080808,3.26010101,10.52525253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01010101,0,0,0,1.752525253,0,0,1.333333333,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Crest,Fished,RibShelteredCrest2,6.224208985,408.3935089,47.08150101,43.35904788,2.996501761,60.67923984,2.5,-18.47391667,146.8792222,2.38,511.2176973,51,536.25,501.75,5,1.106475777,0.822604241,0.561694598,0.162084569,0.494613247,0.032629384,0.684972045,0.51722037,0.214273892,339.0808156,51.46564235,0.060848034,0.939151966,21.03790911,45.75,5,39,0.5,1.85,4.4,0,0,0,24.25,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Crest,Fished,RibShelteredCrest3,6.726663352,792.5572477,47.19717538,53.83220482,13.58601173,67.89162701,2.5,-18.47469444,146.8800833,2.56,905.0529609,66,658.25,554.75,10,1.172521625,2.030435831,0.470285104,0.16957987,0.694755307,0.034689879,0.627815509,0.517118143,0.259657097,337.2127081,49.39011484,0.058269958,0.941730042,22.74826295,51.75,10,41.75,2.3125,1.8,5.8875,0,0,0,24.5,8,15.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.5,0,0,0,1.666666667,0,0,2,0,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Flat,Fished,RibExposedFlat1,7.001605122,303.7133802,23.644372,17.16019724,0,0,1.5,-18.49158333,146.8794444,1.75,341.2045062,40,286.5,268,9,1.182782639,1.436903562,0.490102059,0.162250963,0.620891517,0.033229447,0.674286917,0.482117742,0.25385193,311.5046686,50.55895797,0.048193703,0.951806297,25.13130447,52.88888889,9,44.61616162,4.515151515,0.701010101,3.056565657,0,0,0,31.07070707,2.003367003,11.79040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005050505,0,0,0,1.676767677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.01010101,0,0,0,0,1.01010101,0,0,0,1.34006734,0,4.673400673,0,0,0,2,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Flat,Fished,RibExposedFlat2,0.202752,101.0582013,10.70512871,14.93237921,0,0,1.5,-18.49025,146.8816111,0.88,124.5725812,24,189,185,11,1.412664145,1.773680231,0.824519301,0.2102481,0.788816797,0.048166884,0.483990385,0.279774227,0.515180053,193.7715091,34.76985915,0.07237086,0.92762914,106.0883684,18.5,11,9.5,7.375,0.2,1.425,0,1,0,7.75,1,1.666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,0,2,0,0,0,1.666666667,1,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Flat,Fished,RibExposedFlat3,1.012590324,176.023573,22.06283468,14.57617663,0,0.420384,1.5,-18.48833333,146.8825278,1,204.6175625,36,203.25,194.75,10,1.397649012,1.136768081,0.776352735,0.186707608,0.694646351,0.040556903,0.537433155,0.302723931,0.422058824,203.6941949,38.69322422,0.069089795,0.930910205,101.0051987,19.5,10,10.75,6.75,0.4,1.6,0,0,0,8.5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3.333333333,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Flat,Fished,RibShelteredFlat1,1.527229235,509.3407087,22.12830416,40.57132734,0.356265,0,1.5,-18.47230556,146.8766944,1.69,564.1408388,42,458.75,424.75,13,1.283777727,1.667644234,0.782387923,0.201668822,0.685908509,0.044003029,0.464132554,0.323337096,0.48443831,232.6825159,36.50200225,0.061586988,0.938413012,76.53615057,33.75,13,18.75,12,0.7,2.3,0,1,0,13,1.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,5.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.25,0,2.25,0,0,0,2.666666667,0,0,0,1.5,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Flat,Fished,RibShelteredFlat2,1.28008969,217.3315453,14.67667531,13.62564902,0,0,1.5,-18.47391667,146.8792222,1,245.2911647,31,241.5,222.5,11,1.394447205,1.454558337,0.816535732,0.21921653,0.783106491,0.051309505,0.381073486,0.271413802,0.625876834,210.1732156,29.71355809,0.077638618,0.922361382,160.2224664,22.75,11,10.75,11.0625,0.05,0.6375,0,0,0,7.25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.333333333,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1.75,0,1,0,0,0,3.666666667,0,0,0,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Flat,Fished,RibShelteredFlat3,0.257319456,574.2538574,23.84261709,17.54876745,39.60512072,11.67525148,1.5,-18.47469444,146.8800833,1.75,649.9162255,39,420.5,388.5,12,1.300970383,1.422200084,0.714404576,0.212078528,0.684773996,0.048607574,0.512927288,0.266323215,0.503783638,212.1992089,35.66737679,0.075783888,0.924216112,139.5939103,29,12,15.25,11.3125,0.4,2.0375,0,1,0,11.75,1.75,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.333333333,0,2,0,0,0,2.5,0,0,0,0,0,0,1,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Slope,Fished,RibExposedSlope1,9.952650461,166.9395147,43.64604562,87.98905524,19.90074244,135.8623674,8,-18.49158333,146.8794444,3.13,405.5767402,69,508.25,487.75,12,1.170262887,1.570536192,0.650654068,0.183246453,0.671349847,0.040232533,0.569230355,0.566393612,0.2809616,344.5190966,48.03737697,0.083903807,0.916096193,15.29328188,56.75,11,47.25,3.1875,3.25,3.0625,0,0,0,25.75,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,2,0,0,0,0,1,0,0,0,0,0,2.5,0,0,0,2.25,0,2.5,1,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Slope,Fished,RibExposedSlope2,1.525087784,538.7966817,132.2123962,89.66277236,156.544203,229.0066035,8,-18.49025,146.8816111,2.25,1098.564696,74,510,454,10,1.374287535,1.144182934,0.59132102,0.184470494,0.584631028,0.041143562,0.620321724,0.4377425,0.316970147,262.6516903,46.202803,0.093444153,0.906555847,40.15612962,34.75,9,25.5,6.875,0.5,1.875,0,0,0,18.5,0,6.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,5.5,1,0,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Slope,Fished,RibExposedSlope3,6.747606486,377.2636058,207.7369407,183.4002827,38.50659748,84.08898971,8,-18.48833333,146.8825278,2.88,873.0572899,66,523.5,485,9,1.25731607,1.197150094,0.575370414,0.180793091,0.674749625,0.037255426,0.554517154,0.526158895,0.303088955,330.4273971,47.55504997,0.063005638,0.936994362,36.59404519,52.12373737,9,41.34848485,5.638257576,1.152020202,3.984974747,0,0,0,23.54292929,1.01010101,17.5530303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005050505,0,0,0,0,0,0,0,0,0,0,0,4.51010101,0,0,0,4.262626263,0,0,1,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Slope,Fished,RibShelteredSlope1,8.014968235,374.8134234,73.30997285,93.17202867,6.299200182,102.0664549,8,-18.47230556,146.8766944,3.13,606.9688482,79,584,545,19,1.265971468,2.275494927,0.690811442,0.202176012,0.750107362,0.047591298,0.612207934,0.425142616,0.336275228,264.3541498,43.7903775,0.115752582,0.884247418,38.35514595,40.5,18,27,7.3125,2.8,3.3875,0,0,0,18.5,1,7.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1.5,0,0,0,0,1,0,0,0,0,0,2.75,0,0,0,4.75,0,3,0,1,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
Graham,2011,Australian,Australia,Rib,Slope,Fished,RibShelteredSlope2,3.097923598,311.5283965,41.35968498,61.26051548,133.7111252,32.84978029,8,-18.47391667,146.8792222,2.5,538.0221478,71,391,369.5,19,1.232845662,2.607778133,0.698880349,0.17311876,0.619135161,0.041515191,0.729666832,0.388373318,0.25141005,237.4504951,46.15395701,0.134872272,0.865127728,28.77314515,44.25,18,29.5,5.625,4.5,4.625,0,0,0,24,0,5.25,0,1,1,0,1,0,0,0,0,0,0,0,1.5,0,0,1,1.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.333333333,1,1,0,1,0,0,0,0,0,0,0,2.5,0,0,0,3.666666667,0,4.666666667,1,0,0,0,0,PointInterceptTransect_50m,BeltTransects_250m2
