"","Intercept","Competitive.rescale","Complexity.rescale","CWMBranching.rescale","CWMBrooding.rescale","CWMFecundity.rescale","CWMMaxsize.rescale","Depth_m.rescale","Generalist.rescale","Habitat","no_genera.rescale","Rao.rescale","StressTolerant.rescale","Weedy.rescale","df","logLik","AICc","delta","weight"
"3",2.54345070900265,NA,0.373686951688515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15.8740901490734,-21.0740229947761,0,0.435520843707983
"515",2.54153424480344,NA,0.425951938961465,NA,NA,NA,NA,NA,NA,NA,-0.0717950064671427,NA,NA,NA,6,15.0211646502653,-17.0877838459852,3.98623914879087,0.0593482765753835
"259",2.4474128637205,NA,0.287373757443651,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,7,15.8622093366572,-16.4370623514753,4.63696064330078,0.0428652868931007
"4099",2.54455858009651,NA,0.420000746801274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0707203008295119,6,14.6663943224728,-16.3782431904002,4.69577980437587,0.0416229939820586
"643",2.51371937024637,NA,0.381655758759477,NA,NA,NA,NA,NA,0.194553598529995,NA,-0.146632355706567,NA,NA,NA,7,15.7185540927377,-16.1497518636362,4.92427113113985,0.0371293250920859
"7",2.54338320523924,NA,0.380416589497516,0.0591008693171048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14.4476803919421,-15.9408153293388,5.13320766543732,0.0334462216148142
"131",2.53807940506701,NA,0.352552325289982,NA,NA,NA,NA,NA,0.0407059075944986,NA,NA,NA,NA,NA,6,14.3028954220603,-15.6512453895752,5.42277760520084,0.0289379491788023
"4",2.55291252741374,0.0503689953070804,0.357736431510116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14.2944296688393,-15.6343138831331,5.43970911164299,0.0286940016988664
"11",2.54010865350345,NA,0.382174309645717,NA,-0.0478162320590631,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14.2664782878137,-15.5784111210819,5.49561187369418,0.0279030700346226
"2051",2.54152674393199,NA,0.393978417866904,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0409827340036525,NA,6,14.0976546782089,-15.2407639018723,5.83325909290375,0.0235685479749055
"1027",2.54148269656443,NA,0.37496146785933,NA,NA,NA,NA,NA,NA,NA,NA,-0.0288786190156014,NA,NA,6,13.8326201308362,-14.710694807127,6.3633281876491,0.0180813055662468
"67",2.54290383383037,NA,0.37164165997969,NA,NA,NA,NA,0.00385017322351894,NA,NA,NA,NA,NA,NA,6,13.830244854743,-14.7059442549404,6.36807873983563,0.0180384084398282
"35",2.54535745473157,NA,0.372248931244135,NA,NA,NA,0.029070306239861,NA,NA,NA,NA,NA,NA,NA,6,13.809379476085,-14.6642134976245,6.40980949715155,0.0176659296860205
"19",2.54719001897785,NA,0.378288504217714,NA,NA,-0.0225362429909561,NA,NA,NA,NA,NA,NA,NA,NA,6,13.6365376859118,-14.3185299172781,6.75549307749798,0.014861829061525
"2563",2.54313261022974,NA,0.43757123386697,NA,NA,NA,NA,NA,NA,NA,-0.134098279944906,NA,0.0701931524381999,NA,7,13.7976214022986,-12.3078864827581,8.76613651201794,0.00543834290109881
"4227",2.53357705882177,NA,0.391432278819746,NA,NA,NA,NA,NA,0.0847597403693032,NA,NA,NA,NA,-0.0937067524164142,7,13.60598810941,-11.924619896981,9.14940309779507,0.0044899479434767
"4355",2.43142651617865,NA,0.32728662334697,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,-0.0766732382078843,8,14.7912182034561,-11.9080178022611,9.16600519251502,0.00445283094108749
"323",2.46857753356179,NA,0.289764212764024,NA,NA,NA,NA,0.0296793187818532,NA,"+",NA,NA,NA,NA,8,14.7502148681012,-11.8260111315512,9.24801186322485,0.00427394259284944
"2691",2.51418511033414,NA,0.393530654188099,NA,NA,NA,NA,NA,0.204204889059067,NA,-0.226776793893446,NA,0.0865111303931122,NA,8,14.6897905995191,-11.705162594387,9.36886040038907,0.00402334021351343
"387",2.43742855698783,NA,0.246433496707216,NA,NA,NA,NA,NA,0.0757649666487923,"+",NA,NA,NA,NA,8,14.6757334853619,-11.6770483660727,9.39697462870342,0.00396717931570599
"523",2.53844343459707,NA,0.432683899232041,NA,-0.0449539880309598,NA,NA,NA,NA,NA,-0.0705536892401002,NA,NA,NA,7,13.3605036149433,-11.4336509080476,9.64037208672848,0.00351260038404763
"4611",2.54231264282697,NA,0.436997390067732,NA,NA,NA,NA,NA,NA,NA,-0.0596900108484347,NA,NA,-0.0298520844756727,7,13.2953293826538,-11.3033024434684,9.77072055130763,0.00329097008852984
"2179",2.52636210419899,NA,0.355815829645447,NA,NA,NA,NA,NA,0.104203572445815,NA,NA,NA,-0.0725663607007637,NA,7,13.2770849824666,-11.2668136430941,9.80720935168202,0.00323147271055724
"516",2.54932281681336,0.0410214908312392,0.409941746037074,NA,NA,NA,NA,NA,NA,NA,-0.0677556017083138,NA,NA,NA,7,13.2723945399186,-11.2574327579982,9.81659023677787,0.0032163511645577
"519",2.54171524366733,NA,0.423654221425785,0.0345807320311748,NA,NA,NA,NA,NA,NA,-0.0627500250775809,NA,NA,NA,7,13.2070241055288,-11.1266918892186,9.94733110555751,0.00301282176757224
"267",2.42453927061048,NA,0.28401879634083,NA,-0.0556914908591864,NA,NA,NA,NA,"+",NA,NA,NA,NA,8,14.3895486550086,-11.1046787053661,9.96934428940999,0.00297984269436751
"4103",2.54431767140193,NA,0.423993444628047,0.0551552975923973,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0655678810214177,7,13.1422835950982,-10.9972108683574,10.0768121264187,0.00282394994183469
"579",2.53796287398304,NA,0.416059976676384,NA,NA,NA,NA,0.0241655141336075,NA,NA,-0.0761705734468811,NA,NA,NA,7,13.0897697609498,-10.8921832000605,10.1818397947156,0.00267948003617411
"260",2.44123535206521,0.0466364016278223,0.263177652434022,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,8,14.2259496082263,-10.7774806118014,10.2965423829747,0.00253013197450951
"4100",2.55333275666179,0.0470609817827523,0.403379514754165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0685058327389561,7,13.0224228734949,-10.7574894251507,10.3165335696253,0.00250496777928031
"135",2.53719100878429,NA,0.356248599227767,0.0619811989647666,NA,NA,NA,NA,0.0470110450348823,NA,NA,NA,NA,NA,7,12.9269239420081,-10.5664915621771,10.507531432599,0.00227681364274279
"771",2.4489975460648,NA,0.321229946951548,NA,NA,NA,NA,NA,NA,"+",-0.0404959499648881,NA,NA,NA,8,14.0694404822214,-10.4644623597916,10.6095606349845,0.00216357585045707
"4739",2.51390166221823,NA,0.394859043043609,NA,NA,NA,NA,NA,0.199482612764991,NA,-0.133601902611641,NA,NA,-0.0371998621352429,8,14.0514873118025,-10.4285560189539,10.6454669758222,0.00212507940511866
"4107",2.54215099631526,NA,0.419379683612604,NA,-0.0324022451976917,NA,NA,NA,NA,NA,NA,NA,NA,-0.0612023258229116,7,12.8553694389431,-10.4233825560471,10.650640438729,0.00211958949889825
"531",2.53802079055916,NA,0.433519138318336,NA,NA,0.018880687920606,NA,NA,NA,NA,-0.085238366532096,NA,NA,NA,7,12.8477925794159,-10.4082288369927,10.6657941577833,0.00210359035518293
"15",2.54005509252144,NA,0.389156958682756,0.0589469751822922,-0.0470725454699681,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.8326736334547,-10.3779909450703,10.6960320497058,0.00207202550120141
"1539",2.54128257707409,NA,0.425123051900578,NA,NA,NA,NA,NA,NA,NA,-0.0702436194364809,-0.00416437928303925,NA,NA,7,12.8269257679703,-10.3664952141015,10.7075277806746,0.00206014993960086
"547",2.5411545316009,NA,0.428737738341941,NA,NA,NA,-0.0043879628066237,NA,NA,NA,-0.0741654672475911,NA,NA,NA,7,12.7940012420317,-10.3006461622243,10.7733768325518,0.0019934249512986
"132",2.54732879421574,0.0523527109233649,0.33336424497714,NA,NA,NA,NA,NA,0.0457196675445024,NA,NA,NA,NA,NA,7,12.7606878733199,-10.2340194248008,10.8400035699753,0.00192811120162478
"4163",2.54120087668053,NA,0.411633668898783,NA,NA,NA,NA,0.0242424092307809,NA,NA,NA,NA,NA,-0.0778575361233022,7,12.7449297564969,-10.2025031911548,10.8715198036213,0.00189796594013688
"644",2.52160534734104,0.0375463391907272,0.367402698350312,NA,NA,NA,NA,NA,0.190471178737816,NA,-0.140712834124107,NA,NA,NA,8,13.9075318028584,-10.1406450010657,10.9333779937104,0.00184016208947835
"263",2.45331385005378,NA,0.29463117352773,0.0189990628239837,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,8,13.9038833293525,-10.1333480540538,10.9406749407223,0.00183346053949595
"8",2.55045782584957,0.0376771876788746,0.367438539402515,0.047768692178647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.6658980764758,-10.0444398311126,11.0295831636635,0.00175374074449962
"139",2.53579151468553,NA,0.364076422148543,NA,-0.0449336612454392,NA,NA,NA,0.0341948018567303,NA,NA,NA,NA,NA,7,12.6545316660925,-10.0217070103458,11.0523159844303,0.00173391986700201
"651",2.51302059356962,NA,0.38716206947278,NA,-0.024271666326614,NA,NA,NA,0.187692307357928,NA,-0.143099325529952,NA,NA,NA,8,13.8299387006836,-9.98545879671608,11.08856419806,0.00170277718723406
"6147",2.54339806786585,NA,0.420620815671112,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0193128491861617,-0.0565056227373562,7,12.6281864571916,-9.96901659254421,11.1050064022319,0.00168883586717626
"647",2.5141148161389,NA,0.381387408260254,0.0180408964716084,NA,NA,NA,NA,0.19283907244174,NA,-0.142281521421251,NA,NA,NA,8,13.8025088847028,-9.93059916475436,11.1434238300217,0.00165670508563083
"163",2.53704733025587,NA,0.334466904652307,NA,NA,NA,0.0426059348950546,NA,0.070484306358974,NA,NA,NA,NA,NA,7,12.5560345063181,-9.82471269079715,11.2493103039789,0.00157127517758527
"291",2.43993287682685,NA,0.280170732216268,NA,NA,NA,0.0251727377505758,NA,NA,"+",NA,NA,NA,NA,8,13.7462263127597,-9.81803402086829,11.2559889739078,0.00156603691447133
"1283",2.44110229736806,NA,0.285341115399436,NA,NA,NA,NA,NA,NA,"+",NA,-0.0147972453694696,NA,NA,8,13.7306447914398,-9.78687097822834,11.2871520165477,0.00154182479756569
"12",2.54852806848177,0.0384025998427859,0.367170253090654,NA,-0.0304759477467975,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.5268459123608,-9.7663355028825,11.3076874918936,0.00152607474209806
"707",2.51162478356721,NA,0.375674001076035,NA,NA,NA,NA,0.0156392067794682,0.19317112980357,NA,-0.148988470142339,NA,NA,NA,8,13.7194721329385,-9.76452566122592,11.3094973335502,0.00152469438992732
"5123",2.54323785898363,NA,0.417445772515199,NA,NA,NA,NA,NA,NA,NA,NA,-0.0179967523746108,NA,-0.0653974199638616,7,12.5217465874129,-9.75613685298663,11.3178861417894,0.00151831259875884
"2059",2.53804336242174,NA,0.40290524174261,NA,-0.0492835363325383,NA,NA,NA,NA,NA,NA,NA,-0.0419682688529318,NA,7,12.5126216218686,-9.73788692189819,11.3361360728779,0.00150452106792747
"2055",2.54228936809652,NA,0.390794076107221,0.044704374985172,NA,NA,NA,NA,NA,NA,NA,NA,-0.0237635640131564,NA,7,12.4622713178648,-9.63718631389052,11.4368366808856,0.00143064346167172
"39",2.54552667566831,NA,0.37860431701892,0.0624230843970286,NA,NA,0.0321668860919658,NA,NA,NA,NA,NA,NA,NA,7,12.4580571706431,-9.62875801944721,11.4452649753289,0.00142462720510157
"2307",2.4483526880195,NA,0.291652585575808,NA,NA,NA,NA,NA,NA,"+",NA,NA,-0.00578766780687326,NA,8,13.6482315904809,-9.62204457631058,11.4519784184655,0.00141985314531279
"68",2.55098130895297,0.0597455165920706,0.340729782401984,NA,NA,NA,NA,0.0261412135465101,NA,NA,NA,NA,NA,NA,7,12.4273053628946,-9.56725440395006,11.506768590826,0.00138148410719064
"71",2.54347099312444,NA,0.380811267616551,0.0593354769407586,NA,NA,NA,-0.000594829295699828,NA,NA,NA,NA,NA,NA,7,12.4050474996628,-9.52273867748646,11.5512843172896,0.00135107490027482
"2052",2.55001266682482,0.0438293382879887,0.377265629458984,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0353789225784936,NA,7,12.3993469997277,-9.51133767761636,11.5626853171597,0.00134339500830234
"4131",2.54522933605725,NA,0.413889865371237,NA,NA,NA,0.0131715252151918,NA,NA,NA,NA,NA,NA,-0.0614463247257703,7,12.3990400384886,-9.51072375513818,11.5632992396379,0.00134298270139036
"659",2.50934506335636,NA,0.388881651817161,NA,NA,0.0199852728184624,NA,NA,0.19835844911108,NA,-0.162212391260748,NA,NA,NA,8,13.587686637436,-9.50095467022085,11.5730683245552,0.00133643884025864
"1667",2.51362414500508,NA,0.383597160529773,NA,NA,NA,NA,NA,0.20257231410374,NA,-0.156423825395054,0.0169067293601081,NA,NA,8,13.5871876407859,-9.49995667692068,11.5740663178554,0.0013357721281117
"675",2.51338452491036,NA,0.381965447039078,NA,NA,NA,-0.000100163091304967,NA,0.196900247346355,NA,-0.148087565845625,NA,NA,NA,8,13.5114220483546,-9.34842549205806,11.725597502718,0.00123830549076575
"75",2.53717450662509,NA,0.373545625931892,NA,-0.0531307997299876,NA,NA,0.0180401071687558,NA,NA,NA,NA,NA,NA,7,12.3178326864895,-9.34830905113997,11.7257139436361,0.0012382333981503
"147",2.54071102604866,NA,0.346201206545968,NA,NA,-0.0347102771622285,NA,NA,0.0654348653353631,NA,NA,NA,NA,NA,7,12.3150563200942,-9.34275631834922,11.7312666764269,0.00123480037642233
"23",2.54262499433133,NA,0.380632479867788,0.0642655325005577,NA,0.004545769569613,NA,NA,NA,NA,NA,NA,NA,NA,7,12.3126042377045,-9.33785215356989,11.7361708412062,0.00123177625337924
"1155",2.53528317874683,NA,0.351481903780476,NA,NA,NA,NA,NA,0.0456193809549111,NA,NA,-0.0314236766552588,NA,NA,7,12.3102380976477,-9.33311987345625,11.7409031213198,0.00122886514364993
"1028",2.55352023007422,0.0526027723841602,0.357501994272649,NA,NA,NA,NA,NA,NA,NA,NA,0.00304454844958903,NA,NA,7,12.2981241710899,-9.30889202034067,11.7651309744354,0.00121406856483084
"195",2.53824485640037,NA,0.353219424779198,NA,NA,NA,NA,-0.00181301291149252,0.0414131690781,NA,NA,NA,NA,NA,7,12.2790730624875,-9.27078980313586,11.8032331916402,0.00119115814017625
"1031",2.54251952417665,NA,0.380598393900379,0.0537819291075398,NA,NA,NA,NA,NA,NA,NA,-0.0124502391501075,NA,NA,7,12.2726702383491,-9.25798415485906,11.816038839917,0.0011835557285086
"4115",2.54523882820432,NA,0.418696189763563,NA,NA,-0.00499222835869388,NA,NA,NA,NA,NA,NA,NA,-0.0657241238095319,7,12.2711219032665,-9.25488748469389,11.8191355100822,0.00118172460561368
"275",2.44822034055521,NA,0.288671063266027,NA,NA,-0.000497754903580692,NA,NA,NA,"+",NA,NA,NA,NA,8,13.4276340550448,-9.18084950543839,11.8931734893377,0.0011387781758057
"1035",2.53996518087565,NA,0.381823943003998,NA,-0.0420952503727912,NA,NA,NA,NA,NA,NA,-0.00781695204159376,NA,NA,7,12.2200216074161,-9.15268689299316,11.9213361017829,0.00112285506380683
"899",2.42804548970542,NA,0.283457994084747,NA,NA,NA,NA,NA,0.181026849981015,"+",-0.110506810228404,NA,NA,NA,9,14.58477499943,-9.05190294003651,12.0221200547396,0.0010676741909409
"43",2.54207523189079,NA,0.379967150056957,NA,-0.0444683743696936,NA,0.0262970258208023,NA,NA,NA,NA,NA,NA,NA,7,12.1505737001081,-9.01379107837717,12.0602319163989,0.00104752129137709
"36",2.55232267770103,0.0413699996275747,0.360160852202455,NA,NA,NA,0.0169377076067002,NA,NA,NA,NA,NA,NA,NA,7,12.1025172528861,-8.91767818393307,12.156344810843,0.000998371578601794
"2115",2.53958531038876,NA,0.387710461325737,NA,NA,NA,NA,0.0130828409180514,NA,NA,NA,NA,-0.0428307393921895,NA,7,12.0971938328585,-8.90703134387788,12.1669916508982,0.000993070948603018
"99",2.54149920213829,NA,0.353019515276119,NA,NA,NA,0.041566458573819,0.033220421527235,NA,NA,NA,NA,NA,NA,7,12.0707650872839,-8.85417385272873,12.2198491420474,0.00096716911331121
"4483",2.40803449258354,NA,0.277529594640506,NA,NA,NA,NA,NA,0.124753328192297,"+",NA,NA,NA,-0.109443874231005,9,14.4585095973625,-8.79937213590149,12.2746508588746,0.000941027634436101
"27",2.54386264282864,NA,0.386939332253684,NA,-0.0482713135812988,-0.0229483965952906,NA,NA,NA,NA,NA,NA,NA,NA,7,12.0397801606459,-8.79220399945267,12.2818189953234,0.000937660963985415
"2067",2.54060977843762,NA,0.396068803592006,NA,NA,0.00433419150039834,NA,NA,NA,NA,NA,NA,-0.044617160363336,NA,7,11.999629287392,-8.71190225294497,12.3621207418311,0.000900758841032908
"20",2.55377269189302,0.044744061196699,0.362372723719508,NA,NA,-0.0116207871280376,NA,NA,NA,NA,NA,NA,NA,NA,7,11.9686758309587,-8.64999534007833,12.4240276546978,0.000873304339366517
"3075",2.54081024573793,NA,0.392234525190598,NA,NA,NA,NA,NA,NA,NA,NA,-0.0138640036731456,-0.0358375377795918,NA,7,11.9610202933732,-8.63468426490723,12.4393387298689,0.000866644250978788
"2083",2.54295650692626,NA,0.389676064538741,NA,NA,NA,0.0162564829908903,NA,NA,NA,NA,NA,-0.0330789568515825,NA,7,11.9175228161357,-8.54768931043235,12.5263336843437,0.000829755511976375
"1091",2.5385168460182,NA,0.365623179145925,NA,NA,NA,NA,0.0183514007569301,NA,NA,NA,-0.0338154552652307,NA,NA,7,11.8940957809641,-8.50083524008905,12.573187754687,0.000810542728390034
"1059",2.54402402990096,NA,0.373588687355915,NA,NA,NA,0.0233612359013898,NA,NA,NA,NA,-0.0138572348244389,NA,NA,7,11.7138044415258,-8.14025256121245,12.9337704335636,0.000676824981563467
"83",2.54589904447633,NA,0.372193193448774,NA,NA,-0.0245505281299139,NA,0.0115833539880844,NA,NA,NA,NA,NA,NA,7,11.6524286849326,-8.01750104802621,13.0565219467499,0.000636533445334384
"51",2.54721381687278,NA,0.375880543821146,NA,NA,-0.0135637218280364,0.0231171625547386,NA,NA,NA,NA,NA,NA,NA,7,11.5549867092382,-7.82261709663736,13.2514058981387,0.000577434483004254
"1043",2.54485766483201,NA,0.378288328442965,NA,NA,-0.0164889451620909,NA,NA,NA,NA,NA,-0.0191553373388602,NA,NA,7,11.5186169764709,-7.74987763110265,13.3241453636734,0.00055681065994296
"2567",2.54474441491372,NA,0.44002788770696,0.073695862224442,NA,NA,NA,NA,NA,NA,-0.160662045407552,NA,0.121842079870895,NA,8,12.599739725065,-7.52506084547891,13.5489621492972,0.000497610111141959
"385",2.33497821978182,NA,NA,NA,NA,NA,NA,NA,0.182804356158791,"+",NA,NA,NA,NA,7,11.3395256138615,-7.39169490588397,13.6823280888921,0.000465510145461006
"4419",2.4603612738542,NA,0.329173918060068,NA,NA,NA,NA,0.0411357916999421,NA,"+",NA,NA,NA,-0.0757607732824596,9,13.6419458621094,-7.16624466539526,13.9077783293808,0.000415884996364915
"451",2.43920373748191,NA,0.247684568074751,NA,NA,NA,NA,0.00128221840932319,0.0768123252509438,"+",NA,NA,NA,NA,9,13.5805354332406,-7.04342380765772,14.0305991871184,0.000391113712349331
"4231",2.53260853904235,NA,0.3945511187623,0.0601783319563679,NA,NA,NA,NA,0.0906148010165465,NA,NA,NA,NA,-0.0907528039356032,8,12.1588990117025,-6.6433794187539,14.4306435760222,0.000320209717292853
"6659",2.54429841629525,NA,0.452721903141725,NA,NA,NA,NA,NA,NA,NA,-0.124380278071377,NA,0.0765411213959774,-0.0384177217480555,8,12.1429606704423,-6.61150273623341,14.4625202585427,0.00031514656187587
"2564",2.5518778323736,0.0452846572350882,0.421159159314293,NA,NA,NA,NA,NA,NA,NA,-0.135492315010667,NA,0.0768502128908258,NA,8,12.1246443595561,-6.57487011446097,14.4991528803151,0.000309426782015428
"2571",2.54021781443508,NA,0.442548838066249,NA,-0.0397767141621046,NA,NA,NA,NA,NA,-0.126455772263226,NA,0.0629658058587133,NA,8,12.0646829793983,-6.45494735414545,14.6190756406306,0.000291418423359449
"331",2.42597425693733,NA,0.286319350840225,NA,-0.0546450962080873,NA,NA,-0.000358549110284229,NA,"+",NA,NA,NA,NA,9,13.2662437806764,-6.41484050252918,14.6591824922469,0.000285632691389061
"2695",2.51661881308691,NA,0.397245789768357,0.0591558246473687,NA,NA,NA,NA,0.196632597442153,NA,-0.245826616551904,NA,0.126930260680112,NA,9,13.2596904811933,-6.40173390356308,14.672289091213,0.00028376697479707
"4228",2.54252019797017,0.0499598243160061,0.372381534336194,NA,NA,NA,NA,NA,0.0884731490733293,NA,NA,NA,NA,-0.0924090002591192,8,12.0139578614937,-6.35349711833631,14.7205258764398,0.000277004845126639
"4356",2.42367501485511,0.0516908164590501,0.302708561528474,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,-0.0806452528630548,9,13.2353980585124,-6.35314905820136,14.7208739365747,0.000276956642149256
"6275",2.52650665450037,NA,0.38346424728885,NA,NA,NA,NA,NA,0.117437191738927,NA,NA,NA,-0.050141071774963,-0.0678429066519513,8,11.9938195628451,-6.31322052103909,14.760802473737,0.00027148223347029
"4363",2.41431807083624,NA,0.320131402836528,NA,-0.0445043280684117,NA,NA,NA,NA,"+",NA,NA,NA,-0.0692992397576431,9,13.1373294710475,-6.15701188327139,14.9170111115047,0.000251085214103063
"6787",2.51458478421147,NA,0.41094848313017,NA,NA,NA,NA,NA,0.210280589308469,NA,-0.216878107769629,NA,0.0937932061515652,-0.0463076333129152,9,13.1186696699283,-6.11969228103315,14.9543307137429,0.000246443455770611
"324",2.45807306306486,0.0455450705028917,0.265866523063815,NA,NA,NA,NA,0.0231655597720804,NA,"+",NA,NA,NA,NA,9,13.100365778595,-6.08308449836647,14.9909384964096,0.000241973614079139
"2819",2.44246259639516,NA,0.329309085641235,NA,NA,NA,NA,NA,NA,"+",-0.120215233122589,NA,0.090506694197079,NA,9,13.0983289946826,-6.07901093054162,14.9950120642345,0.000241481267686565
"2627",2.53950840512093,NA,0.427655447868625,NA,NA,NA,NA,0.0245708202473825,NA,NA,-0.138973467177911,NA,0.0706563698152253,NA,8,11.8714600572133,-6.06850150977548,15.0055214850006,0.000240215681618172
"395",2.42024925577732,NA,0.249832901029786,NA,-0.0457815632971673,NA,NA,NA,0.0652943560720539,"+",NA,NA,NA,NA,9,13.0582863525813,-5.99892564633917,15.0750973484369,0.000232002758450322
"388",2.43168263019858,0.0461657700832841,0.222931985136296,NA,NA,NA,NA,NA,0.0751711738818593,"+",NA,NA,NA,NA,9,13.0336763699125,-5.94970568100144,15.1243173137746,0.000226362858158134
"835",2.48086618126404,NA,0.324614038450194,NA,NA,NA,NA,0.0457520277962477,NA,"+",-0.0418214293742661,NA,NA,NA,9,12.9881824937658,-5.85871792870798,15.2153050660681,0.000216295472821995
"419",2.42053593840326,NA,0.218865668879741,NA,NA,NA,0.0442488417726468,NA,0.101952430672886,"+",NA,NA,NA,NA,9,12.9741306205726,-5.83061418232159,15.2434088124545,0.000213277370919726
"2692",2.52316934407989,0.0430297486504345,0.378317585321619,NA,NA,NA,NA,NA,0.20086211714264,NA,-0.226933862454071,NA,0.0935965834688058,NA,9,12.9725153038669,-5.82738354891021,15.2466394458659,0.000212933138516559
"6403",2.42189453949031,NA,0.317092082096931,NA,NA,NA,NA,NA,NA,"+",NA,NA,0.0350124893623249,-0.102287587006496,9,12.9521193075589,-5.78659155629436,15.2874314384817,0.000208634145165341
"355",2.49931458640374,NA,0.278299492145688,NA,NA,NA,0.0392391770918401,0.0933903201291279,NA,"+",NA,NA,NA,NA,9,12.9512697142059,-5.78489236958834,15.2891306251877,0.000208456966258066
"535",2.53146770002451,NA,0.44110691224131,0.0772842398224695,NA,0.0565130268973252,NA,NA,NA,NA,-0.0929903744894888,NA,NA,NA,8,11.7220390734908,-5.76965954233039,15.3043634524457,0.000206875302727026
"4235",2.53294814834667,NA,0.393222633895657,NA,-0.0189163428750328,NA,NA,NA,0.0786553341059785,NA,NA,NA,NA,-0.0860845635904027,8,11.7135309518741,-5.75264329909711,15.321379695679,0.000205122648960243
"2579",2.54315999632342,NA,0.438148951439469,NA,NA,-0.000246237414039841,NA,NA,NA,NA,-0.133608738964896,NA,0.0704756641930235,NA,8,11.6730602219583,-5.67170183926538,15.4023211555107,0.000196986925384877
"4291",2.53150904992931,NA,0.386306760158282,NA,NA,NA,NA,0.0175457466246767,0.0819183784265934,NA,NA,NA,NA,-0.0978345155992312,8,11.6428301735287,-5.61124174240628,15.4627812523698,0.000191121109738388
"2435",2.43810435345414,NA,0.255390105197868,NA,NA,NA,NA,NA,0.10427737695046,"+",NA,NA,-0.036111118095106,NA,9,12.8541901780868,-5.59073329735016,15.4832896974259,0.000189171325196416
"3587",2.54262032443112,NA,0.436160907814393,NA,NA,NA,NA,NA,NA,NA,-0.132635482510904,-0.00925745988183607,0.0723086135075392,NA,8,11.6290229725529,-5.58362734045471,15.4903956543214,0.000188500396159068
"327",2.47892373453024,NA,0.297655022590187,0.0215235093709968,NA,NA,NA,0.0353932882091354,NA,"+",NA,NA,NA,NA,9,12.839225001533,-5.5608029442425,15.5132200505336,0.000186361420715429
"587",2.53197751256533,NA,0.418687135411232,NA,-0.0555184883603442,NA,NA,0.0387998091488492,NA,NA,-0.0772547653029708,NA,NA,NA,8,11.6170025011165,-5.5595863975818,15.5144365971943,0.000186248096502944
"580",2.54560235596757,0.0557586594563133,0.38652338798827,NA,NA,NA,NA,0.0440976495211734,NA,NA,-0.0743361605923918,NA,NA,NA,8,11.6111177016992,-5.5478167987472,15.5262061960289,0.000185155282462639
"4619",2.53906287686561,NA,0.437646446311597,NA,-0.0414108770249304,NA,NA,NA,NA,NA,-0.0646740315975596,NA,NA,-0.0146180050784439,8,11.6001758993394,-5.52593319402756,15.5480898007485,0.000183140393317804
"2187",2.52451428328355,NA,0.366242718728284,NA,-0.0415076151309256,NA,NA,NA,0.0967126213861598,NA,NA,NA,-0.0707788411547784,NA,8,11.5804211307962,-5.48642365694115,15.5875993378349,0.000179557998429793
"2595",2.54265502224402,NA,0.440978368719117,NA,NA,NA,-0.0056824223447484,NA,NA,NA,-0.137479066424943,NA,0.0705710173816112,NA,8,11.5776622503749,-5.48090589609862,15.5931170986775,0.00017906330210123
"4867",2.43364542254918,NA,0.332831672389067,NA,NA,NA,NA,NA,NA,"+",-0.0113618202221437,NA,NA,-0.0687509202136957,9,12.7874135090581,-5.45717995929274,15.6168430354833,0.000176951629921033
"2180",2.53502064108959,0.042290191772766,0.340171157575044,NA,NA,NA,NA,NA,0.101962483949006,NA,NA,NA,-0.0660593140063377,NA,8,11.5523788180508,-5.43033903145038,15.6436839633257,0.000174592721185595
"4612",2.55016440219024,0.0412972239800182,0.421075751017613,NA,NA,NA,NA,NA,NA,NA,-0.055410398332761,NA,NA,-0.0305374251517322,8,11.5517099996444,-5.42900139463771,15.6450216001384,0.000174475989400589
"527",2.53863691420311,NA,0.430521575741542,0.0345952812333187,-0.0442939400026185,NA,NA,NA,NA,NA,-0.0613139995427988,NA,NA,NA,8,11.5431380278557,-5.41185745106023,15.6621655437158,0.000172986777999459
"2699",2.51357448710141,NA,0.397064513634181,NA,-0.0171630998809064,NA,NA,NA,0.1997390916826,NA,-0.221844652525359,NA,0.0834953464488394,NA,9,12.7610801879133,-5.40451331700314,15.6695096777729,0.000172352723812799
