"2.5 %","97.5 %","variable","Estimate","Std. Error","df"
2.20078634070763,2.88565540486033,"(Intercept)",2.54322087278398,0.174714706381051,NA
0.272637228194549,0.487272664165216,"Complexity.rescale",0.379954946179882,0.0547549438825623,NA
-0.0628742588811722,0.0456539081827751,"no_genera.rescale",-0.00861017534919859,0.0276862656456965,NA
