"","Intercept","Competitive.rescale","Complexity.rescale","CWMBranching.rescale","CWMBrooding.rescale","CWMFecundity.rescale","CWMMaxsize.rescale","Depth_m.rescale","Generalist.rescale","Habitat","Management","no_genera.rescale","Rao.rescale","StressTolerant.rescale","Weedy.rescale","df","logLik","AICc","delta","weight"
"451",2.8584439199127,NA,0.262418413480574,NA,NA,NA,NA,0.438253393160816,0.0422252221694263,"+",NA,NA,NA,NA,NA,11,-46.1867740348717,116.194237724916,7.38273477464645,0.00287651874233706
"263",2.65532996082039,NA,0.283165391297278,0.000997541328570238,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,NA,10,-47.3440777964803,116.195004908029,7.38350195775979,0.0028754155456369
"8771",2.47578060239389,NA,0.273920783413962,NA,NA,NA,NA,-0.165158257569773,NA,NA,"+",NA,NA,NA,0.00812601671234538,10,-47.3550973347998,116.217043984668,7.40554103439871,0.00284390373552013
"772",2.59039023667988,0.0425212022707359,0.252935584347609,NA,NA,NA,NA,NA,NA,"+","+",NA,NA,NA,NA,11,-46.2290101826047,116.278710020382,7.46720707011252,0.0027575556278725
"1539",2.44280676006423,NA,0.230189593775656,NA,NA,NA,NA,NA,NA,NA,"+",-0.0599399347916472,NA,NA,NA,9,-48.5381644445635,116.300818685045,7.4893157347761,0.00272724055667789
"4675",2.47416691544242,NA,0.283544884349849,NA,NA,NA,NA,-0.160670134012044,NA,NA,"+",NA,NA,-0.0108350367348454,NA,10,-47.4015712958359,116.30999190674,7.49848895647102,0.00271476040822786
"327",2.87766783617122,NA,0.289214870355699,0.0111220883291889,NA,NA,NA,0.480027229962637,NA,"+",NA,NA,NA,NA,NA,11,-46.2591597053299,116.339009065832,7.52750611556291,0.00267565744107675
"775",2.59995771830723,NA,0.265058843388377,-0.00221849359425859,NA,NA,NA,NA,NA,"+","+",NA,NA,NA,NA,11,-46.2936919569987,116.40807356917,7.5965706189005,0.0025848380881334
"899",2.60013409385741,NA,0.251734632911205,NA,NA,NA,NA,NA,0.0334764283043208,"+","+",NA,NA,NA,NA,11,-46.2941927184274,116.409075092027,7.59757214175789,0.00258354402495494
"2371",2.85853188845612,NA,0.284985163167543,NA,NA,NA,NA,0.473926379531867,NA,"+",NA,NA,-0.0312252588037483,NA,NA,11,-46.2979706632296,116.416630981632,7.60512803136231,0.00257380195232817
"267",2.65640308046886,NA,0.283278970213981,NA,0.00584902376528331,NA,NA,NA,NA,"+",NA,NA,NA,NA,NA,10,-47.506461913377,116.519773141823,7.70827019155325,0.00244443273191393
"8451",2.65739699877241,NA,0.274353923203253,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,0.0181782751513362,10,-47.5122494067697,116.531348128608,7.71984517833863,0.00243032645300133
"129",2.53678450924027,NA,NA,NA,NA,NA,NA,NA,0.106942872350127,NA,NA,NA,NA,NA,NA,7,-50.903751595505,116.559181043359,7.74767809308962,0.00239673916857845
"4355",2.66126950100691,NA,0.269595674308556,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,0.0211730355167236,NA,10,-47.5319772189331,116.570803752935,7.75930080266539,0.0023828512598034
"803",2.60994291897389,NA,0.271289454477797,NA,NA,NA,-0.0339927170093553,NA,NA,"+","+",NA,NA,NA,NA,11,-46.3886878447562,116.598065344685,7.78656239441563,0.00235059146351321
"1027",2.50435376949494,NA,0.235785650703569,NA,NA,NA,NA,NA,NA,NA,NA,-0.0500216556842826,NA,NA,NA,8,-49.8211574834291,116.615287939831,7.80378498956192,0.00233043672472143
"275",2.6561307369791,NA,0.282228886769595,NA,NA,0.0037758312823995,NA,NA,NA,"+",NA,NA,NA,NA,NA,10,-47.5555148610996,116.617879037268,7.80637608699845,0.00232741948532205
"331",2.88246034934892,NA,0.286222793488874,NA,0.0145112480393085,NA,NA,0.482966319507379,NA,"+",NA,NA,NA,NA,NA,11,-46.40927582803,116.639241311233,7.82773836096322,0.00230269229134342
"2819",2.591856106147,NA,0.266025692530786,NA,NA,NA,NA,NA,NA,"+","+",NA,-0.0156769589264922,NA,NA,11,-46.4151641442953,116.651017943763,7.83951499349365,0.00228917315241492
"8515",2.87745189339771,NA,0.275772464449332,NA,NA,NA,NA,0.473298787711234,NA,"+",NA,NA,NA,NA,0.0197667490972321,11,-46.4389247221933,116.698539099559,7.88703614928966,0.00223542218127627
"779",2.60104668611572,NA,0.266271723034004,NA,0.00753649130627059,NA,NA,NA,NA,"+","+",NA,NA,NA,NA,11,-46.4403581403908,116.701405935954,7.88990298568473,0.0022322201818928
"355",2.86940774186336,NA,0.288086993537241,NA,NA,NA,-0.0227927504541823,0.445559314798507,NA,"+",NA,NA,NA,NA,NA,11,-46.444940696969,116.71057104911,7.89906809884121,0.00222201430896936
"339",2.88072584502348,NA,0.289134821314238,NA,NA,-0.0152774620030858,NA,0.49155305067838,NA,"+",NA,NA,NA,NA,NA,11,-46.4490662724471,116.718822200067,7.90731924979735,0.00221286610500281
"531",2.45096530369751,NA,0.19770083303837,NA,NA,-0.0524893353080379,NA,NA,NA,NA,"+",NA,NA,NA,NA,9,-48.7472289884159,116.71894777275,7.90744482248097,0.00221272717159677
"11",2.50661045160166,NA,0.204761098018402,NA,-0.0429861025378221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-49.8862481065252,116.745469186023,7.93396623575406,0.00218357853858194
"19",2.51130666372116,NA,0.207262481510241,NA,NA,-0.0462149729200726,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-49.9025342746953,116.778041522364,7.96653857209431,0.00214830443098389
"1283",2.65382357427759,NA,0.286493661796955,NA,NA,NA,NA,NA,NA,"+",NA,-0.00426488738297637,NA,NA,NA,10,-47.6376757084001,116.782200731869,7.97069778159931,0.002143841449107
"8963",2.60039296960935,NA,0.263089550095628,NA,NA,NA,NA,NA,NA,"+","+",NA,NA,NA,0.00753255699953765,11,-46.4932022345457,116.807094124264,7.99559117399446,0.00211732308127999
"100",2.54146880526208,0.139835371026832,0.259149666440844,NA,NA,NA,-0.138181908399537,-0.172864955127311,NA,NA,NA,NA,NA,NA,NA,10,-47.6505083039609,116.80786592299,7.99636297272099,0.00211650616528491
"131",2.50588538607417,NA,0.179101445926032,NA,NA,NA,NA,NA,0.0334509417487382,NA,NA,NA,NA,NA,NA,8,-49.9216508768123,116.816274726597,8.00477177632821,0.00210762620349084
"787",2.59893172522439,NA,0.267059014963381,NA,NA,-0.00444204716650581,NA,NA,NA,"+","+",NA,NA,NA,NA,11,-46.5007393515579,116.822168358288,8.01066540801884,0.00210142455923795
"7",2.5108270016279,NA,0.204293181281945,0.0296405708117012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-49.9300955942045,116.833164161382,8.02166121111277,0.00208990283557623
"4867",2.60365320318001,NA,0.258009490896281,NA,NA,NA,NA,NA,NA,"+","+",NA,NA,0.0136454019851324,NA,11,-46.508951828604,116.83859331238,8.02709036211104,0.00208423732974392
